metric,baseline,difference_pp,low_pp,high_pp,draws,cluster
false_safe,Support only,22.08835341365462,11.103009114500509,35.40545477450237,2000,task
false_safe,LCB only,-12.048192771084338,-23.854307779617965,-1.6461305663640426,2000,task
false_safe,Risk only,-8.032128514056225,-18.407530676017785,1.2203702543382002,2000,task
unsafe_accept,Support only,-35.7429718875502,-51.379191109363376,-19.274381864390694,2000,task
unsafe_accept,LCB only,-35.34136546184739,-48.1849229687208,-22.341194025230912,2000,task
unsafe_accept,Risk only,-8.032128514056225,-18.407530676017785,1.2203702543382002,2000,task
