selector,decision,chosen_policy,evidence_score,tau,false_safe,unsafe_accept,selected_truth_cvar,selected_truth_return,task,family,behavior,seed,natural_decision,budget_abstain,common_budget
SCROPE++,ACCEPT,constant_a010,0.15016257759385176,0.1185969498910675,0,0,0.1182470588235294,0.0193992647058823,monthly_industry_17,monthly industry,low_overlap_concentration,7,ACCEPT,False,80.0
Support only,ACCEPT,momentum_12,134.9999999999994,0.1185969498910675,0,1,0.1593029411764706,0.0166647058823529,monthly_industry_17,monthly industry,low_overlap_concentration,7,ACCEPT,False,80.0
LCB only,ACCEPT,ridge_return_train_only,0.058201582167669,0.1185969498910675,0,1,0.135135294117647,0.0103169117647058,monthly_industry_17,monthly industry,low_overlap_concentration,7,ACCEPT,False,80.0
Risk only,ABSTAIN,constant_a013,-0.0139,0.1185969498910675,0,0,0.0867470588235294,0.0083485294117647,monthly_industry_17,monthly industry,low_overlap_concentration,7,ACCEPT,True,80.0
SCROPE++,ACCEPT,ridge_return_train_only,0.07626367129766476,0.1185969498910675,1,1,0.120235294117647,0.0110963235294117,monthly_industry_17,monthly industry,low_overlap_concentration,17,ACCEPT,False,85.0
Support only,ACCEPT,momentum_12,135.9999999999994,0.1185969498910675,0,1,0.1593029411764706,0.0166647058823529,monthly_industry_17,monthly industry,low_overlap_concentration,17,ACCEPT,False,85.0
LCB only,ACCEPT,ridge_return_train_only,0.0708517686115453,0.1185969498910675,1,1,0.120235294117647,0.0110963235294117,monthly_industry_17,monthly industry,low_overlap_concentration,17,ACCEPT,False,85.0
Risk only,ACCEPT,constant_a013,-0.0139,0.1185969498910675,0,0,0.0867470588235294,0.0083485294117647,monthly_industry_17,monthly industry,low_overlap_concentration,17,ACCEPT,False,85.0
SCROPE++,ACCEPT,constant_a010,0.15016257759385176,0.1185969498910675,0,0,0.1182470588235294,0.0193992647058823,monthly_industry_17,monthly industry,low_overlap_concentration,27,ACCEPT,False,84.0
Support only,ACCEPT,momentum_12,133.99999999999943,0.1185969498910675,0,1,0.1593029411764706,0.0166647058823529,monthly_industry_17,monthly industry,low_overlap_concentration,27,ACCEPT,False,84.0
LCB only,ACCEPT,ridge_return_train_only,0.0641332349686756,0.1185969498910675,0,1,0.135135294117647,0.0110875,monthly_industry_17,monthly industry,low_overlap_concentration,27,ACCEPT,False,84.0
Risk only,ACCEPT,constant_a013,-0.0139,0.1185969498910675,0,0,0.0867470588235294,0.0083485294117647,monthly_industry_17,monthly industry,low_overlap_concentration,27,ACCEPT,False,84.0
SCROPE++,REJECT,risk_adjusted_12,37.58895963371912,0.1185969498910675,0,0,0.1235911764705882,0.0151742647058823,monthly_industry_17,monthly industry,market_state_mixed,7,REJECT,False,80.0
Support only,ACCEPT,risk_adjusted_12,37.58895963371912,0.1185969498910675,0,1,0.1235911764705882,0.0151742647058823,monthly_industry_17,monthly industry,market_state_mixed,7,ACCEPT,False,80.0
LCB only,ACCEPT,constant_a005,0.024875975481512,0.1185969498910675,0,1,0.1349029411764706,0.0062095588235294,monthly_industry_17,monthly industry,market_state_mixed,7,ACCEPT,False,80.0
Risk only,ACCEPT,constant_a003,-0.0051,0.1185969498910675,1,1,0.1481705882352941,0.00405,monthly_industry_17,monthly industry,market_state_mixed,7,ACCEPT,False,80.0
SCROPE++,ACCEPT,constant_a016,0.06294609016974961,0.1185969498910675,0,0,0.0918647058823529,0.0116992647058823,monthly_industry_17,monthly industry,market_state_mixed,17,ACCEPT,False,85.0
Support only,ACCEPT,risk_adjusted_12,39.02434182721144,0.1185969498910675,0,1,0.1235911764705882,0.0151742647058823,monthly_industry_17,monthly industry,market_state_mixed,17,ACCEPT,False,85.0
LCB only,ACCEPT,constant_a012,0.023980111667957,0.1185969498910675,1,1,0.128685294117647,0.0094838235294117,monthly_industry_17,monthly industry,market_state_mixed,17,ACCEPT,False,85.0
Risk only,ACCEPT,constant_a010,0.0166,0.1185969498910675,0,0,0.1182470588235294,0.0193992647058823,monthly_industry_17,monthly industry,market_state_mixed,17,ACCEPT,False,85.0
SCROPE++,REJECT,momentum_12,10.549250731556198,0.1185969498910675,0,0,0.1593029411764706,0.0166647058823529,monthly_industry_17,monthly industry,market_state_mixed,27,REJECT,False,84.0
Support only,ACCEPT,risk_adjusted_12,34.50601086956228,0.1185969498910675,0,1,0.1235911764705882,0.0151742647058823,monthly_industry_17,monthly industry,market_state_mixed,27,ACCEPT,False,84.0
LCB only,ACCEPT,constant_a004,0.0507462672304876,0.1185969498910675,1,1,0.1337705882352941,0.0043897058823529,monthly_industry_17,monthly industry,market_state_mixed,27,ACCEPT,False,84.0
Risk only,ACCEPT,constant_a016,0.0024,0.1185969498910675,0,0,0.0918647058823529,0.0116992647058823,monthly_industry_17,monthly industry,market_state_mixed,27,ACCEPT,False,84.0
SCROPE++,ACCEPT,constant_a010,0.15016257759385165,0.1185969498910675,0,0,0.1182470588235294,0.0193992647058823,monthly_industry_17,monthly industry,return_seeking_recent_winner,7,ACCEPT,False,80.0
Support only,ACCEPT,momentum_12,133.0000000000007,0.1185969498910675,0,1,0.1593029411764706,0.0166647058823529,monthly_industry_17,monthly industry,return_seeking_recent_winner,7,ACCEPT,False,80.0
LCB only,ACCEPT,ridge_return_train_only,0.0627072222290573,0.1185969498910675,0,1,0.135135294117647,0.0141110294117647,monthly_industry_17,monthly industry,return_seeking_recent_winner,7,ACCEPT,False,80.0
Risk only,ACCEPT,constant_a000,-0.001,0.1185969498910675,0,0,0.082135294117647,0.005797794117647,monthly_industry_17,monthly industry,return_seeking_recent_winner,7,ACCEPT,False,80.0
SCROPE++,ACCEPT,constant_a010,0.14277268696423284,0.1185969498910675,0,0,0.1182470588235294,0.0193992647058823,monthly_industry_17,monthly industry,return_seeking_recent_winner,17,ACCEPT,False,85.0
Support only,ACCEPT,momentum_12,134.00000000000068,0.1185969498910675,0,1,0.1593029411764706,0.0166647058823529,monthly_industry_17,monthly industry,return_seeking_recent_winner,17,ACCEPT,False,85.0
LCB only,ACCEPT,ridge_return_train_only,0.0629173357206766,0.1185969498910675,0,1,0.1369470588235294,0.0098507352941176,monthly_industry_17,monthly industry,return_seeking_recent_winner,17,ACCEPT,False,85.0
Risk only,ACCEPT,constant_a000,-0.001,0.1185969498910675,0,0,0.082135294117647,0.005797794117647,monthly_industry_17,monthly industry,return_seeking_recent_winner,17,ACCEPT,False,85.0
SCROPE++,ACCEPT,constant_a010,0.14277268696423284,0.1185969498910675,0,0,0.1182470588235294,0.0193992647058823,monthly_industry_17,monthly industry,return_seeking_recent_winner,27,ACCEPT,False,84.0
Support only,ACCEPT,momentum_12,134.00000000000068,0.1185969498910675,0,1,0.1593029411764706,0.0166647058823529,monthly_industry_17,monthly industry,return_seeking_recent_winner,27,ACCEPT,False,84.0
LCB only,ACCEPT,ridge_return_train_only,0.0660495005889675,0.1185969498910675,0,1,0.1407088235294117,0.0067860294117647,monthly_industry_17,monthly industry,return_seeking_recent_winner,27,ACCEPT,False,84.0
Risk only,ABSTAIN,constant_a013,-0.0139,0.1185969498910675,0,0,0.0867470588235294,0.0083485294117647,monthly_industry_17,monthly industry,return_seeking_recent_winner,27,ACCEPT,True,84.0
SCROPE++,ACCEPT,constant_a009,0.07970138910311952,0.1185969498910675,0,0,0.1161117647058823,0.0136051470588235,monthly_industry_17,monthly industry,risk_averse_low_volatility,7,ACCEPT,False,80.0
Support only,ABSTAIN,low_vol_12,16.71161588495767,0.1185969498910675,0,0,0.0866114186851211,0.0056709775086505,monthly_industry_17,monthly industry,risk_averse_low_volatility,7,ACCEPT,True,80.0
LCB only,ACCEPT,constant_a013,0.0295561214303415,0.1185969498910675,0,0,0.0867470588235294,0.0083485294117647,monthly_industry_17,monthly industry,risk_averse_low_volatility,7,ACCEPT,False,80.0
Risk only,ACCEPT,constant_a001,0.059,0.1185969498910675,1,1,0.1362647058823529,0.0147433823529411,monthly_industry_17,monthly industry,risk_averse_low_volatility,7,ACCEPT,False,80.0
SCROPE++,ACCEPT,constant_equal_weight_public,0.09049985209215916,0.1185969498910675,0,0,0.1032532871972318,0.0110328287197231,monthly_industry_17,monthly industry,risk_averse_low_volatility,17,ACCEPT,False,85.0
Support only,ABSTAIN,constant_a000,20.63099892808569,0.1185969498910675,0,0,0.082135294117647,0.005797794117647,monthly_industry_17,monthly industry,risk_averse_low_volatility,17,ACCEPT,True,85.0
LCB only,ACCEPT,ridge_return_train_only,0.0331556976002099,0.1185969498910675,1,1,0.1441264705882353,0.0081257352941176,monthly_industry_17,monthly industry,risk_averse_low_volatility,17,ACCEPT,False,85.0
Risk only,ACCEPT,constant_a013,-0.0066,0.1185969498910675,0,0,0.0867470588235294,0.0083485294117647,monthly_industry_17,monthly industry,risk_averse_low_volatility,17,ACCEPT,False,85.0
SCROPE++,ACCEPT,constant_a013,0.11719030031551214,0.1185969498910675,0,0,0.0867470588235294,0.0083485294117647,monthly_industry_17,monthly industry,risk_averse_low_volatility,27,ACCEPT,False,84.0
Support only,ABSTAIN,constant_a013,16.538191438695094,0.1185969498910675,0,0,0.0867470588235294,0.0083485294117647,monthly_industry_17,monthly industry,risk_averse_low_volatility,27,ACCEPT,True,84.0
LCB only,ABSTAIN,low_vol_12,0.006415036983003,0.1185969498910675,0,0,0.0866114186851211,0.0056709775086505,monthly_industry_17,monthly industry,risk_averse_low_volatility,27,ACCEPT,True,84.0
Risk only,ACCEPT,constant_a011,0.0032999999999999,0.1185969498910675,1,1,0.1867176470588235,0.0178625,monthly_industry_17,monthly industry,risk_averse_low_volatility,27,ACCEPT,False,84.0
SCROPE++,ACCEPT,constant_a007,0.07537550515507108,0.1185969498910675,1,1,0.129985294117647,0.0136117647058823,monthly_industry_17,monthly industry,softmax_high_entropy,7,ACCEPT,False,80.0
Support only,ABSTAIN,constant_a003,11.595397918950429,0.1185969498910675,0,0,0.1481705882352941,0.00405,monthly_industry_17,monthly industry,softmax_high_entropy,7,ACCEPT,True,80.0
LCB only,ACCEPT,constant_a013,0.0139573100048825,0.1185969498910675,0,0,0.0867470588235294,0.0083485294117647,monthly_industry_17,monthly industry,softmax_high_entropy,7,ACCEPT,False,80.0
Risk only,ABSTAIN,constant_a000,-0.0339,0.1185969498910675,0,0,0.082135294117647,0.005797794117647,monthly_industry_17,monthly industry,softmax_high_entropy,7,ACCEPT,True,80.0
SCROPE++,ACCEPT,ridge_return_train_only,0.08209279445961282,0.1185969498910675,1,1,0.1229147058823529,0.0099,monthly_industry_17,monthly industry,softmax_high_entropy,17,ACCEPT,False,85.0
Support only,ABSTAIN,constant_a014,13.62740795200806,0.1185969498910675,0,0,0.0932911764705882,0.0127338235294117,monthly_industry_17,monthly industry,softmax_high_entropy,17,ACCEPT,True,85.0
LCB only,ABSTAIN,constant_equal_weight_public,0.0038735788403539,0.1185969498910675,0,0,0.1032532871972318,0.0110328287197231,monthly_industry_17,monthly industry,softmax_high_entropy,17,ACCEPT,True,85.0
Risk only,ACCEPT,constant_a005,0.0056999999999999,0.1185969498910675,1,1,0.1349029411764706,0.0062095588235294,monthly_industry_17,monthly industry,softmax_high_entropy,17,ACCEPT,False,85.0
SCROPE++,ACCEPT,risk_adjusted_12,0.0856403289740213,0.1185969498910675,1,1,0.1235911764705882,0.0151742647058823,monthly_industry_17,monthly industry,softmax_high_entropy,27,ACCEPT,False,84.0
Support only,ABSTAIN,momentum_12,15.88298494013406,0.1185969498910675,0,0,0.1593029411764706,0.0166647058823529,monthly_industry_17,monthly industry,softmax_high_entropy,27,ACCEPT,True,84.0
LCB only,ACCEPT,constant_a001,0.0318335889572418,0.1185969498910675,1,1,0.1362647058823529,0.0147433823529411,monthly_industry_17,monthly industry,softmax_high_entropy,27,ACCEPT,False,84.0
Risk only,ACCEPT,constant_a016,-0.0098999999999999,0.1185969498910675,0,0,0.0918647058823529,0.0116992647058823,monthly_industry_17,monthly industry,softmax_high_entropy,27,ACCEPT,False,84.0
SCROPE++,ACCEPT,constant_a002,0.0,0.1185969498910675,1,1,0.175835294117647,0.0100029411764705,monthly_industry_17,monthly industry,uniform_high_overlap,7,ACCEPT,False,80.0
Support only,ABSTAIN,constant_a002,10.0,0.1185969498910675,0,0,0.175835294117647,0.0100029411764705,monthly_industry_17,monthly industry,uniform_high_overlap,7,ACCEPT,True,80.0
LCB only,ACCEPT,low_vol_12,0.0375411390636483,0.1185969498910675,0,0,0.0866114186851211,0.0056709775086505,monthly_industry_17,monthly industry,uniform_high_overlap,7,ACCEPT,False,80.0
Risk only,ACCEPT,low_vol_12,0.0373,0.1185969498910675,0,0,0.0866114186851211,0.0056709775086505,monthly_industry_17,monthly industry,uniform_high_overlap,7,ACCEPT,False,80.0
SCROPE++,ACCEPT,constant_a015,0.0,0.1185969498910675,0,0,0.1126235294117647,0.0110514705882352,monthly_industry_17,monthly industry,uniform_high_overlap,17,ACCEPT,False,85.0
Support only,ABSTAIN,constant_a014,15.0,0.1185969498910675,0,0,0.0932911764705882,0.0127338235294117,monthly_industry_17,monthly industry,uniform_high_overlap,17,ACCEPT,True,85.0
LCB only,ABSTAIN,constant_a008,-0.014596240455594,0.1185969498910675,0,0,0.17915,0.0157455882352941,monthly_industry_17,monthly industry,uniform_high_overlap,17,ACCEPT,True,85.0
Risk only,ABSTAIN,constant_a009,-0.0194,0.1185969498910675,0,0,0.1161117647058823,0.0136051470588235,monthly_industry_17,monthly industry,uniform_high_overlap,17,ACCEPT,True,85.0
SCROPE++,ACCEPT,constant_a001,0.09104345255690216,0.1185969498910675,1,1,0.1362647058823529,0.0147433823529411,monthly_industry_17,monthly industry,uniform_high_overlap,27,ACCEPT,False,84.0
Support only,ABSTAIN,constant_a010,14.0,0.1185969498910675,0,0,0.1182470588235294,0.0193992647058823,monthly_industry_17,monthly industry,uniform_high_overlap,27,ACCEPT,True,84.0
LCB only,ABSTAIN,constant_a009,0.005512614684138,0.1185969498910675,0,0,0.1161117647058823,0.0136051470588235,monthly_industry_17,monthly industry,uniform_high_overlap,27,ACCEPT,True,84.0
Risk only,ACCEPT,constant_a003,-0.0,0.1185969498910675,1,1,0.1481705882352941,0.00405,monthly_industry_17,monthly industry,uniform_high_overlap,27,ACCEPT,False,84.0
SCROPE++,ACCEPT,constant_a006,0.055469517915614275,0.1213301234567901,1,1,0.1479823529411764,0.0043522058823529,monthly_industry_30,monthly industry,adversarial_support_mismatch,7,ACCEPT,False,80.0
Support only,ACCEPT,constant_a017,47.000000000000064,0.1213301234567901,0,1,0.2893911764705882,0.0094132352941176,monthly_industry_30,monthly industry,adversarial_support_mismatch,7,ACCEPT,False,80.0
LCB only,ACCEPT,ridge_return_train_only,0.1505576935400182,0.1213301234567901,0,1,0.1334705882352941,0.0143404411764705,monthly_industry_30,monthly industry,adversarial_support_mismatch,7,ACCEPT,False,80.0
Risk only,ACCEPT,constant_a018,-0.0046999999999999,0.1213301234567901,1,1,0.1750941176470588,0.0100132352941176,monthly_industry_30,monthly industry,adversarial_support_mismatch,7,ACCEPT,False,80.0
SCROPE++,ACCEPT,constant_a006,0.055469517915614275,0.1213301234567901,1,1,0.1479823529411764,0.0043522058823529,monthly_industry_30,monthly industry,adversarial_support_mismatch,17,ACCEPT,False,85.0
Support only,ACCEPT,constant_a017,47.000000000000064,0.1213301234567901,0,1,0.2893911764705882,0.0094132352941176,monthly_industry_30,monthly industry,adversarial_support_mismatch,17,ACCEPT,False,85.0
LCB only,ACCEPT,ridge_return_train_only,0.1485009274426918,0.1213301234567901,0,1,0.1334705882352941,0.0143264705882352,monthly_industry_30,monthly industry,adversarial_support_mismatch,17,ACCEPT,False,85.0
Risk only,ACCEPT,constant_a018,-0.0046999999999999,0.1213301234567901,1,1,0.1750941176470588,0.0100132352941176,monthly_industry_30,monthly industry,adversarial_support_mismatch,17,ACCEPT,False,85.0
SCROPE++,ACCEPT,constant_a006,0.055469517915614275,0.1213301234567901,1,1,0.1479823529411764,0.0043522058823529,monthly_industry_30,monthly industry,adversarial_support_mismatch,27,ACCEPT,False,84.0
Support only,ACCEPT,constant_a017,47.000000000000064,0.1213301234567901,0,1,0.2893911764705882,0.0094132352941176,monthly_industry_30,monthly industry,adversarial_support_mismatch,27,ACCEPT,False,84.0
LCB only,ACCEPT,ridge_return_train_only,0.151308343158137,0.1213301234567901,0,1,0.1334705882352941,0.0141830882352941,monthly_industry_30,monthly industry,adversarial_support_mismatch,27,ACCEPT,False,84.0
Risk only,ACCEPT,constant_a018,-0.0046999999999999,0.1213301234567901,1,1,0.1750941176470588,0.0100132352941176,monthly_industry_30,monthly industry,adversarial_support_mismatch,27,ACCEPT,False,84.0
SCROPE++,ACCEPT,constant_a002,0.08365356192728357,0.1213301234567901,1,1,0.1222529411764705,0.0112036764705882,monthly_industry_30,monthly industry,epsilon_greedy_momentum,7,ACCEPT,False,80.0
Support only,ACCEPT,momentum_12,114.00000000000016,0.1213301234567901,0,1,0.1767558823529411,0.0207073529411764,monthly_industry_30,monthly industry,epsilon_greedy_momentum,7,ACCEPT,False,80.0
LCB only,ACCEPT,ridge_return_train_only,0.1389748984887021,0.1213301234567901,1,1,0.1388382352941176,0.0097433823529411,monthly_industry_30,monthly industry,epsilon_greedy_momentum,7,ACCEPT,False,80.0
Risk only,ACCEPT,constant_a015,0.0002,0.1213301234567901,1,1,0.1459117647058823,0.0121441176470588,monthly_industry_30,monthly industry,epsilon_greedy_momentum,7,ACCEPT,False,80.0
SCROPE++,ACCEPT,ridge_return_train_only,0.07626367129766476,0.1213301234567901,1,1,0.1478147058823529,0.0137345588235294,monthly_industry_30,monthly industry,epsilon_greedy_momentum,17,ACCEPT,False,85.0
Support only,ACCEPT,momentum_12,126.0000000000003,0.1213301234567901,0,1,0.1767558823529411,0.0207073529411764,monthly_industry_30,monthly industry,epsilon_greedy_momentum,17,ACCEPT,False,85.0
LCB only,ACCEPT,ridge_return_train_only,0.0936316739825853,0.1213301234567901,1,1,0.1478147058823529,0.0137345588235294,monthly_industry_30,monthly industry,epsilon_greedy_momentum,17,ACCEPT,False,85.0
Risk only,ACCEPT,constant_a003,0.0259,0.1213301234567901,1,1,0.1573088235294117,0.0123882352941176,monthly_industry_30,monthly industry,epsilon_greedy_momentum,17,ACCEPT,False,85.0
SCROPE++,REJECT,constant_a014,16.999999999999996,0.1213301234567901,0,0,0.2138588235294117,0.0199125,monthly_industry_30,monthly industry,epsilon_greedy_momentum,27,REJECT,False,84.0
Support only,ACCEPT,momentum_12,118.00000000000018,0.1213301234567901,0,1,0.1767558823529411,0.0207073529411764,monthly_industry_30,monthly industry,epsilon_greedy_momentum,27,ACCEPT,False,84.0
LCB only,ACCEPT,ridge_return_train_only,0.1283728985455476,0.1213301234567901,0,1,0.1615,0.0069029411764705,monthly_industry_30,monthly industry,epsilon_greedy_momentum,27,ACCEPT,False,84.0
Risk only,ACCEPT,constant_a003,0.0259,0.1213301234567901,1,1,0.1573088235294117,0.0123882352941176,monthly_industry_30,monthly industry,epsilon_greedy_momentum,27,ACCEPT,False,84.0
SCROPE++,ACCEPT,constant_a002,0.09104345255690216,0.1213301234567901,1,1,0.1222529411764705,0.0112036764705882,monthly_industry_30,monthly industry,low_overlap_concentration,7,ACCEPT,False,80.0
Support only,ACCEPT,momentum_12,135.0000000000009,0.1213301234567901,0,1,0.1767558823529411,0.0207073529411764,monthly_industry_30,monthly industry,low_overlap_concentration,7,ACCEPT,False,80.0
LCB only,ACCEPT,ridge_return_train_only,0.1473254960445736,0.1213301234567901,1,1,0.1548794117647059,0.0100058823529411,monthly_industry_30,monthly industry,low_overlap_concentration,7,ACCEPT,False,80.0
Risk only,ACCEPT,constant_a003,-0.003,0.1213301234567901,1,1,0.1573088235294117,0.0123882352941176,monthly_industry_30,monthly industry,low_overlap_concentration,7,ACCEPT,False,80.0
SCROPE++,REJECT,risk_adjusted_12,52.99999999999998,0.1213301234567901,0,0,0.1313264705882353,0.0155306862745098,monthly_industry_30,monthly industry,low_overlap_concentration,17,REJECT,False,85.0
Support only,ACCEPT,momentum_12,135.0000000000009,0.1213301234567901,0,1,0.1767558823529411,0.0207073529411764,monthly_industry_30,monthly industry,low_overlap_concentration,17,ACCEPT,False,85.0
LCB only,ACCEPT,ridge_return_train_only,0.1386527011950665,0.1213301234567901,1,1,0.1548794117647059,0.0113249999999999,monthly_industry_30,monthly industry,low_overlap_concentration,17,ACCEPT,False,85.0
Risk only,ACCEPT,constant_a003,-0.003,0.1213301234567901,1,1,0.1573088235294117,0.0123882352941176,monthly_industry_30,monthly industry,low_overlap_concentration,17,ACCEPT,False,85.0
SCROPE++,REJECT,constant_a014,19.99999999999997,0.1213301234567901,0,0,0.2138588235294117,0.0199125,monthly_industry_30,monthly industry,low_overlap_concentration,27,REJECT,False,84.0
Support only,ACCEPT,momentum_12,133.0000000000009,0.1213301234567901,0,1,0.1767558823529411,0.0207073529411764,monthly_industry_30,monthly industry,low_overlap_concentration,27,ACCEPT,False,84.0
LCB only,ACCEPT,ridge_return_train_only,0.1466330919940042,0.1213301234567901,1,1,0.1417323529411764,0.0107161764705882,monthly_industry_30,monthly industry,low_overlap_concentration,27,ACCEPT,False,84.0
Risk only,ACCEPT,constant_a003,-0.003,0.1213301234567901,1,1,0.1573088235294117,0.0123882352941176,monthly_industry_30,monthly industry,low_overlap_concentration,27,ACCEPT,False,84.0
SCROPE++,REJECT,momentum_12,13.652995807434989,0.1213301234567901,0,0,0.1767558823529411,0.0207073529411764,monthly_industry_30,monthly industry,market_state_mixed,7,REJECT,False,80.0
Support only,ACCEPT,risk_adjusted_12,34.52645103091326,0.1213301234567901,0,1,0.1313264705882353,0.0155306862745098,monthly_industry_30,monthly industry,market_state_mixed,7,ACCEPT,False,80.0
LCB only,ACCEPT,low_vol_12,0.0227829096300371,0.1213301234567901,0,0,0.08625,0.0060037990196078,monthly_industry_30,monthly industry,market_state_mixed,7,ACCEPT,False,80.0
Risk only,ACCEPT,constant_a007,0.0158,0.1213301234567901,0,0,0.0847264705882353,0.008147794117647,monthly_industry_30,monthly industry,market_state_mixed,7,ACCEPT,False,80.0
SCROPE++,REJECT,momentum_12,15.108664353405608,0.1213301234567901,0,0,0.1767558823529411,0.0207073529411764,monthly_industry_30,monthly industry,market_state_mixed,17,REJECT,False,85.0
Support only,ACCEPT,risk_adjusted_12,30.95057029866752,0.1213301234567901,0,1,0.1313264705882353,0.0155306862745098,monthly_industry_30,monthly industry,market_state_mixed,17,ACCEPT,False,85.0
LCB only,ACCEPT,constant_a004,0.0115225925925925,0.1213301234567901,0,1,0.1360823529411765,0.0059507352941176,monthly_industry_30,monthly industry,market_state_mixed,17,ACCEPT,False,85.0
Risk only,ACCEPT,constant_a001,0.027,0.1213301234567901,0,0,0.0803705882352941,0.0058132352941176,monthly_industry_30,monthly industry,market_state_mixed,17,ACCEPT,False,85.0
SCROPE++,REJECT,risk_adjusted_12,28.38280016549307,0.1213301234567901,0,0,0.1313264705882353,0.0155306862745098,monthly_industry_30,monthly industry,market_state_mixed,27,REJECT,False,84.0
Support only,ACCEPT,risk_adjusted_12,28.38280016549307,0.1213301234567901,0,1,0.1313264705882353,0.0155306862745098,monthly_industry_30,monthly industry,market_state_mixed,27,ACCEPT,False,84.0
LCB only,ACCEPT,ridge_return_train_only,0.042103926163258,0.1213301234567901,0,0,0.0900794117647058,0.0113029411764705,monthly_industry_30,monthly industry,market_state_mixed,27,ACCEPT,False,84.0
Risk only,ACCEPT,constant_a017,0.0207,0.1213301234567901,1,1,0.2893911764705882,0.0094132352941176,monthly_industry_30,monthly industry,market_state_mixed,27,ACCEPT,False,84.0
SCROPE++,REJECT,risk_adjusted_12,52.99999999999992,0.1213301234567901,0,0,0.1313264705882353,0.0155306862745098,monthly_industry_30,monthly industry,return_seeking_recent_winner,7,REJECT,False,80.0
Support only,ACCEPT,momentum_12,131.99999999999977,0.1213301234567901,0,1,0.1767558823529411,0.0207073529411764,monthly_industry_30,monthly industry,return_seeking_recent_winner,7,ACCEPT,False,80.0
LCB only,ACCEPT,ridge_return_train_only,0.1348353975388773,0.1213301234567901,1,1,0.1756617647058823,0.0063279411764705,monthly_industry_30,monthly industry,return_seeking_recent_winner,7,ACCEPT,False,80.0
Risk only,ACCEPT,constant_a003,-0.003,0.1213301234567901,1,1,0.1573088235294117,0.0123882352941176,monthly_industry_30,monthly industry,return_seeking_recent_winner,7,ACCEPT,False,80.0
SCROPE++,ACCEPT,constant_a002,0.09104345255690227,0.1213301234567901,1,1,0.1222529411764705,0.0112036764705882,monthly_industry_30,monthly industry,return_seeking_recent_winner,17,ACCEPT,False,85.0
Support only,ACCEPT,momentum_12,134.99999999999977,0.1213301234567901,0,1,0.1767558823529411,0.0207073529411764,monthly_industry_30,monthly industry,return_seeking_recent_winner,17,ACCEPT,False,85.0
LCB only,ACCEPT,ridge_return_train_only,0.1542069400842364,0.1213301234567901,1,1,0.1740264705882352,0.0078198529411764,monthly_industry_30,monthly industry,return_seeking_recent_winner,17,ACCEPT,False,85.0
Risk only,ACCEPT,constant_a003,-0.003,0.1213301234567901,1,1,0.1573088235294117,0.0123882352941176,monthly_industry_30,monthly industry,return_seeking_recent_winner,17,ACCEPT,False,85.0
SCROPE++,ACCEPT,constant_a002,0.09104345255690227,0.1213301234567901,1,1,0.1222529411764705,0.0112036764705882,monthly_industry_30,monthly industry,return_seeking_recent_winner,27,ACCEPT,False,84.0
Support only,ACCEPT,momentum_12,133.99999999999974,0.1213301234567901,0,1,0.1767558823529411,0.0207073529411764,monthly_industry_30,monthly industry,return_seeking_recent_winner,27,ACCEPT,False,84.0
LCB only,ACCEPT,ridge_return_train_only,0.1470740711434689,0.1213301234567901,0,1,0.1528941176470588,0.0106625,monthly_industry_30,monthly industry,return_seeking_recent_winner,27,ACCEPT,False,84.0
Risk only,ACCEPT,constant_a003,-0.003,0.1213301234567901,1,1,0.1573088235294117,0.0123882352941176,monthly_industry_30,monthly industry,return_seeking_recent_winner,27,ACCEPT,False,84.0
SCROPE++,ABSTAIN,,-inf,0.1213301234567901,0,0,,,monthly_industry_30,monthly industry,risk_averse_low_volatility,7,ABSTAIN,False,80.0
Support only,ABSTAIN,,-inf,0.1213301234567901,0,0,,,monthly_industry_30,monthly industry,risk_averse_low_volatility,7,ABSTAIN,False,80.0
LCB only,ACCEPT,constant_a012,0.0140575851851851,0.1213301234567901,0,1,0.1242117647058823,0.0161235294117647,monthly_industry_30,monthly industry,risk_averse_low_volatility,7,ACCEPT,False,80.0
Risk only,ACCEPT,constant_a007,0.0083,0.1213301234567901,0,0,0.0847264705882353,0.008147794117647,monthly_industry_30,monthly industry,risk_averse_low_volatility,7,ACCEPT,False,80.0
SCROPE++,ABSTAIN,,-inf,0.1213301234567901,0,0,,,monthly_industry_30,monthly industry,risk_averse_low_volatility,17,ABSTAIN,False,85.0
Support only,ABSTAIN,,-inf,0.1213301234567901,0,0,,,monthly_industry_30,monthly industry,risk_averse_low_volatility,17,ABSTAIN,False,85.0
LCB only,ACCEPT,constant_a010,0.0101729407407407,0.1213301234567901,0,1,0.1451029411764706,0.0161294117647058,monthly_industry_30,monthly industry,risk_averse_low_volatility,17,ACCEPT,False,85.0
Risk only,ACCEPT,constant_a006,0.0093,0.1213301234567901,1,1,0.1479823529411764,0.0043522058823529,monthly_industry_30,monthly industry,risk_averse_low_volatility,17,ACCEPT,False,85.0
SCROPE++,ACCEPT,constant_a000,0.07518760041160644,0.1213301234567901,0,0,0.0795411764705882,0.0057220588235294,monthly_industry_30,monthly industry,risk_averse_low_volatility,27,ACCEPT,False,84.0
Support only,ABSTAIN,constant_a000,10.85438608769856,0.1213301234567901,0,0,0.0795411764705882,0.0057220588235294,monthly_industry_30,monthly industry,risk_averse_low_volatility,27,ACCEPT,True,84.0
