selector,decision,chosen_policy,evidence_score,tau,false_safe,unsafe_accept,selected_truth_cvar,selected_truth_return,task,family,behavior,seed,natural_decision,budget_abstain,common_budget
LCB only,ABSTAIN,constant_a001,0.0015413910425453,0.0363744547461368,0,0,0.0313692415730337,0.0004699438202247,daily_me_inv,daily size characteristic,risk_averse_low_volatility,7,ACCEPT,True,80.0
Risk only,ABSTAIN,low_vol_12,-0.0202485627904465,0.0363744547461368,0,0,0.0257526685393258,0.0004718820224719,daily_me_inv,daily size characteristic,risk_averse_low_volatility,7,ACCEPT,True,80.0
SCROPE++,ACCEPT,constant_a014,0.03338695890016985,0.0363744547461368,1,1,0.0368707865168539,0.0004666081460674,daily_me_inv,daily size characteristic,risk_averse_low_volatility,17,ACCEPT,False,85.0
Support only,ACCEPT,low_vol_12,138.84282170728696,0.0363744547461368,0,0,0.0257526685393258,0.0004718820224719,daily_me_inv,daily size characteristic,risk_averse_low_volatility,17,ACCEPT,False,85.0
LCB only,ABSTAIN,constant_a014,0.0013229781147578,0.0363744547461368,0,0,0.0368707865168539,0.0004666081460674,daily_me_inv,daily size characteristic,risk_averse_low_volatility,17,ACCEPT,True,85.0
Risk only,ABSTAIN,constant_a003,-0.0217885696255384,0.0363744547461368,0,0,0.0304855337078651,0.0004907654494382,daily_me_inv,daily size characteristic,risk_averse_low_volatility,17,ACCEPT,True,85.0
SCROPE++,ACCEPT,constant_a001,0.03725927419495634,0.0363744547461368,0,0,0.0313692415730337,0.0004699438202247,daily_me_inv,daily size characteristic,risk_averse_low_volatility,27,ACCEPT,False,84.0
Support only,ACCEPT,constant_a017,135.93823278588772,0.0363744547461368,0,0,0.0283501404494382,0.0005077247191011,daily_me_inv,daily size characteristic,risk_averse_low_volatility,27,ACCEPT,False,84.0
LCB only,ABSTAIN,constant_a001,0.0007087109652558,0.0363744547461368,0,0,0.0313692415730337,0.0004699438202247,daily_me_inv,daily size characteristic,risk_averse_low_volatility,27,ACCEPT,True,84.0
Risk only,ABSTAIN,constant_a021,-0.0206402986890353,0.0363744547461368,0,0,0.0252213483146067,0.0005599367977528,daily_me_inv,daily size characteristic,risk_averse_low_volatility,27,ACCEPT,True,84.0
SCROPE++,ACCEPT,constant_a018,0.04048727655582496,0.0363744547461368,0,0,0.0289050561797752,0.0005104985955056,daily_me_inv,daily size characteristic,softmax_high_entropy,7,ACCEPT,False,80.0
Support only,ACCEPT,constant_a018,128.97122481283455,0.0363744547461368,0,0,0.0289050561797752,0.0005104985955056,daily_me_inv,daily size characteristic,softmax_high_entropy,7,ACCEPT,False,80.0
LCB only,ABSTAIN,constant_a018,0.0005546729514692,0.0363744547461368,0,0,0.0289050561797752,0.0005104985955056,daily_me_inv,daily size characteristic,softmax_high_entropy,7,ACCEPT,True,80.0
Risk only,ABSTAIN,constant_a001,-0.0234660625560935,0.0363744547461368,0,0,0.0313692415730337,0.0004699438202247,daily_me_inv,daily size characteristic,softmax_high_entropy,7,ACCEPT,True,80.0
SCROPE++,ACCEPT,constant_a017,0.03237246498208923,0.0363744547461368,0,0,0.0283501404494382,0.0005077247191011,daily_me_inv,daily size characteristic,softmax_high_entropy,17,ACCEPT,False,85.0
Support only,ACCEPT,constant_a021,126.9079072728656,0.0363744547461368,0,0,0.0252213483146067,0.0005599367977528,daily_me_inv,daily size characteristic,softmax_high_entropy,17,ACCEPT,False,85.0
LCB only,ABSTAIN,constant_a017,0.0005865408971949,0.0363744547461368,0,0,0.0283501404494382,0.0005077247191011,daily_me_inv,daily size characteristic,softmax_high_entropy,17,ACCEPT,True,85.0
Risk only,ABSTAIN,constant_a017,-0.0147763504040167,0.0363744547461368,0,0,0.0283501404494382,0.0005077247191011,daily_me_inv,daily size characteristic,softmax_high_entropy,17,ACCEPT,True,85.0
SCROPE++,ACCEPT,constant_a023,0.04152101727856605,0.0363744547461368,0,0,0.0280557584269662,0.000593117977528,daily_me_inv,daily size characteristic,softmax_high_entropy,27,ACCEPT,False,84.0
Support only,ACCEPT,constant_a023,131.9005979233098,0.0363744547461368,0,0,0.0280557584269662,0.000593117977528,daily_me_inv,daily size characteristic,softmax_high_entropy,27,ACCEPT,False,84.0
LCB only,ABSTAIN,constant_a023,0.0005241218580992,0.0363744547461368,0,0,0.0280557584269662,0.000593117977528,daily_me_inv,daily size characteristic,softmax_high_entropy,27,ACCEPT,True,84.0
Risk only,ABSTAIN,constant_a012,-0.0194081118447264,0.0363744547461368,0,0,0.0304606741573033,0.000421558988764,daily_me_inv,daily size characteristic,softmax_high_entropy,27,ACCEPT,True,84.0
SCROPE++,ACCEPT,risk_adjusted_12,0.03520411043983962,0.0363744547461368,0,0,0.032188202247191,0.0007516502808988,daily_me_inv,daily size characteristic,uniform_high_overlap,7,ACCEPT,False,80.0
Support only,ACCEPT,constant_a000,135.0,0.0363744547461368,1,1,0.037701404494382,0.0005007724719101,daily_me_inv,daily size characteristic,uniform_high_overlap,7,ACCEPT,False,80.0
LCB only,ABSTAIN,risk_adjusted_12,6.294251616431904e-05,0.0363744547461368,0,0,0.032188202247191,0.0007516502808988,daily_me_inv,daily size characteristic,uniform_high_overlap,7,ACCEPT,True,80.0
Risk only,ABSTAIN,constant_a021,-0.0167747572815533,0.0363744547461368,0,0,0.0252213483146067,0.0005599367977528,daily_me_inv,daily size characteristic,uniform_high_overlap,7,ACCEPT,True,80.0
SCROPE++,ACCEPT,constant_a015,0.03273389419005146,0.0363744547461368,0,0,0.030528511235955,0.0004710674157303,daily_me_inv,daily size characteristic,uniform_high_overlap,17,ACCEPT,False,85.0
Support only,ACCEPT,constant_a007,132.0,0.0363744547461368,0,0,0.0309703651685393,0.0005103230337078,daily_me_inv,daily size characteristic,uniform_high_overlap,17,ACCEPT,False,85.0
LCB only,ABSTAIN,constant_a015,0.0008349440874759,0.0363744547461368,0,0,0.030528511235955,0.0004710674157303,daily_me_inv,daily size characteristic,uniform_high_overlap,17,ACCEPT,True,85.0
Risk only,ABSTAIN,constant_a021,-0.020067175572519,0.0363744547461368,0,0,0.0252213483146067,0.0005599367977528,daily_me_inv,daily size characteristic,uniform_high_overlap,17,ACCEPT,True,85.0
SCROPE++,ACCEPT,constant_a000,0.03308678222573547,0.0363744547461368,1,1,0.037701404494382,0.0005007724719101,daily_me_inv,daily size characteristic,uniform_high_overlap,27,ACCEPT,False,84.0
Support only,ACCEPT,constant_a005,131.0,0.0363744547461368,0,0,0.0360283707865168,0.0005340238764044,daily_me_inv,daily size characteristic,uniform_high_overlap,27,ACCEPT,False,84.0
LCB only,ABSTAIN,constant_a000,0.0010714075016407,0.0363744547461368,0,0,0.037701404494382,0.0005007724719101,daily_me_inv,daily size characteristic,uniform_high_overlap,27,ACCEPT,True,84.0
Risk only,ABSTAIN,constant_a022,-0.0196663366336633,0.0363744547461368,0,0,0.0262492977528089,0.0005285463483146,daily_me_inv,daily size characteristic,uniform_high_overlap,27,ACCEPT,True,84.0
SCROPE++,ACCEPT,constant_a006,0.0027384111569080938,0.0368846445916114,0,0,0.0319705056179775,0.0005061797752808,daily_me_op,daily size characteristic,adversarial_support_mismatch,7,ACCEPT,False,80.0
Support only,ACCEPT,constant_a000,336.0000000000036,0.0368846445916114,0,1,0.0385790730337078,0.0003962780898876,daily_me_op,daily size characteristic,adversarial_support_mismatch,7,ACCEPT,False,80.0
LCB only,ABSTAIN,ridge_return_train_only,0.0092699202889389,0.0368846445916114,0,0,0.0339839887640449,0.0004549508426966,daily_me_op,daily size characteristic,adversarial_support_mismatch,7,ACCEPT,True,80.0
Risk only,ACCEPT,constant_a019,-0.0116999999999999,0.0368846445916114,0,0,0.0287344101123595,0.0004868328651685,daily_me_op,daily size characteristic,adversarial_support_mismatch,7,ACCEPT,False,80.0
SCROPE++,ACCEPT,constant_a006,0.0027384111569080938,0.0368846445916114,0,0,0.0319705056179775,0.0005061797752808,daily_me_op,daily size characteristic,adversarial_support_mismatch,17,ACCEPT,False,85.0
Support only,ACCEPT,constant_a000,337.00000000000364,0.0368846445916114,0,1,0.0385790730337078,0.0003962780898876,daily_me_op,daily size characteristic,adversarial_support_mismatch,17,ACCEPT,False,85.0
LCB only,ABSTAIN,constant_a006,0.0033582207714472,0.0368846445916114,0,0,0.0319705056179775,0.0005061797752808,daily_me_op,daily size characteristic,adversarial_support_mismatch,17,ACCEPT,True,85.0
Risk only,ACCEPT,constant_a019,-0.0116999999999999,0.0368846445916114,0,0,0.0287344101123595,0.0004868328651685,daily_me_op,daily size characteristic,adversarial_support_mismatch,17,ACCEPT,False,85.0
SCROPE++,ACCEPT,constant_a008,0.018971260798373857,0.0368846445916114,0,0,0.0333233146067415,0.0004826896067415,daily_me_op,daily size characteristic,adversarial_support_mismatch,27,ACCEPT,False,84.0
Support only,ACCEPT,constant_a020,315.0000000000025,0.0368846445916114,0,1,0.0374296348314606,0.0004640800561797,daily_me_op,daily size characteristic,adversarial_support_mismatch,27,ACCEPT,False,84.0
LCB only,ACCEPT,ridge_return_train_only,0.0091879070640953,0.0368846445916114,0,0,0.0336870786516853,0.0004264002808988,daily_me_op,daily size characteristic,adversarial_support_mismatch,27,ACCEPT,False,84.0
Risk only,ACCEPT,constant_a019,-0.0116999999999999,0.0368846445916114,0,0,0.0287344101123595,0.0004868328651685,daily_me_op,daily size characteristic,adversarial_support_mismatch,27,ACCEPT,False,84.0
SCROPE++,REJECT,momentum_12,2569.0000000000223,0.0368846445916114,0,0,0.0395533707865168,0.0005490519662921,daily_me_op,daily size characteristic,epsilon_greedy_momentum,7,REJECT,False,80.0
Support only,ACCEPT,momentum_12,2569.0000000000223,0.0368846445916114,0,1,0.0395533707865168,0.0005490519662921,daily_me_op,daily size characteristic,epsilon_greedy_momentum,7,ACCEPT,False,80.0
LCB only,ABSTAIN,momentum_12,-2.2879271944090448e-05,0.0368846445916114,0,0,0.0395533707865168,0.0005490519662921,daily_me_op,daily size characteristic,epsilon_greedy_momentum,7,ACCEPT,True,80.0
Risk only,ACCEPT,constant_a023,-0.0108640301318267,0.0368846445916114,0,0,0.0288004213483146,0.0006573033707865,daily_me_op,daily size characteristic,epsilon_greedy_momentum,7,ACCEPT,False,80.0
SCROPE++,REJECT,momentum_12,2575.000000000023,0.0368846445916114,0,0,0.0395533707865168,0.0005490519662921,daily_me_op,daily size characteristic,epsilon_greedy_momentum,17,REJECT,False,85.0
Support only,ACCEPT,momentum_12,2575.000000000023,0.0368846445916114,0,1,0.0395533707865168,0.0005490519662921,daily_me_op,daily size characteristic,epsilon_greedy_momentum,17,ACCEPT,False,85.0
LCB only,ABSTAIN,ridge_return_train_only,0.0026697923235391,0.0368846445916114,0,0,0.032989915730337,0.000383492977528,daily_me_op,daily size characteristic,epsilon_greedy_momentum,17,ACCEPT,True,85.0
Risk only,ACCEPT,constant_equal_weight_public,-0.0037319999999999,0.0368846445916114,0,0,0.0303648932584269,0.000514702247191,daily_me_op,daily size characteristic,epsilon_greedy_momentum,17,ACCEPT,False,85.0
SCROPE++,REJECT,momentum_12,2534.000000000017,0.0368846445916114,0,0,0.0395533707865168,0.0005490519662921,daily_me_op,daily size characteristic,epsilon_greedy_momentum,27,REJECT,False,84.0
Support only,ACCEPT,momentum_12,2534.000000000017,0.0368846445916114,0,1,0.0395533707865168,0.0005490519662921,daily_me_op,daily size characteristic,epsilon_greedy_momentum,27,ACCEPT,False,84.0
LCB only,ABSTAIN,constant_a017,0.0028647183399129,0.0368846445916114,0,0,0.0291283707865168,0.0005253511235955,daily_me_op,daily size characteristic,epsilon_greedy_momentum,27,ACCEPT,True,84.0
Risk only,ACCEPT,constant_a017,-0.0068835526315789,0.0368846445916114,0,0,0.0291283707865168,0.0005253511235955,daily_me_op,daily size characteristic,epsilon_greedy_momentum,27,ACCEPT,False,84.0
SCROPE++,ACCEPT,ridge_return_train_only,0.018265484727005843,0.0368846445916114,0,0,0.0332591573033707,0.0005066516853932,daily_me_op,daily size characteristic,low_overlap_concentration,7,ACCEPT,False,80.0
Support only,ACCEPT,momentum_12,2822.999999999626,0.0368846445916114,0,1,0.0395533707865168,0.0005490519662921,daily_me_op,daily size characteristic,low_overlap_concentration,7,ACCEPT,False,80.0
LCB only,ABSTAIN,ridge_return_train_only,0.009192664723994,0.0368846445916114,0,0,0.0332591573033707,0.0005066516853932,daily_me_op,daily size characteristic,low_overlap_concentration,7,ACCEPT,True,80.0
Risk only,ABSTAIN,constant_a007,-0.0171353383458646,0.0368846445916114,0,0,0.0320262640449438,0.000549683988764,daily_me_op,daily size characteristic,low_overlap_concentration,7,ACCEPT,True,80.0
SCROPE++,ACCEPT,constant_a019,0.00556151544238026,0.0368846445916114,0,0,0.0287344101123595,0.0004868328651685,daily_me_op,daily size characteristic,low_overlap_concentration,17,ACCEPT,False,85.0
Support only,ACCEPT,momentum_12,2819.9999999996267,0.0368846445916114,0,1,0.0395533707865168,0.0005490519662921,daily_me_op,daily size characteristic,low_overlap_concentration,17,ACCEPT,False,85.0
LCB only,ACCEPT,constant_a006,0.0038859372721301,0.0368846445916114,0,0,0.0319705056179775,0.0005061797752808,daily_me_op,daily size characteristic,low_overlap_concentration,17,ACCEPT,False,85.0
Risk only,ACCEPT,constant_a010,-0.006048013367991,0.0368846445916114,1,1,0.039763904494382,0.0005072331460674,daily_me_op,daily size characteristic,low_overlap_concentration,17,ACCEPT,False,85.0
SCROPE++,ACCEPT,constant_a017,0.011560612049009045,0.0368846445916114,0,0,0.0291283707865168,0.0005253511235955,daily_me_op,daily size characteristic,low_overlap_concentration,27,ACCEPT,False,84.0
Support only,ACCEPT,momentum_12,2817.999999999627,0.0368846445916114,0,1,0.0395533707865168,0.0005490519662921,daily_me_op,daily size characteristic,low_overlap_concentration,27,ACCEPT,False,84.0
LCB only,ABSTAIN,constant_a017,0.0027600146123129,0.0368846445916114,0,0,0.0291283707865168,0.0005253511235955,daily_me_op,daily size characteristic,low_overlap_concentration,27,ACCEPT,True,84.0
Risk only,ABSTAIN,constant_a007,-0.0190736842105263,0.0368846445916114,0,0,0.0320262640449438,0.000549683988764,daily_me_op,daily size characteristic,low_overlap_concentration,27,ACCEPT,True,84.0
SCROPE++,REJECT,risk_adjusted_12,441.8784046622822,0.0368846445916114,0,0,0.0337123595505618,0.0007221207865168,daily_me_op,daily size characteristic,market_state_mixed,7,REJECT,False,80.0
Support only,ACCEPT,risk_adjusted_12,441.8784046622822,0.0368846445916114,0,0,0.0337123595505618,0.0007221207865168,daily_me_op,daily size characteristic,market_state_mixed,7,ACCEPT,False,80.0
LCB only,ABSTAIN,constant_a005,-8.367934883687982e-05,0.0368846445916114,0,0,0.0400144662921348,0.0004969803370786,daily_me_op,daily size characteristic,market_state_mixed,7,ACCEPT,True,80.0
Risk only,ABSTAIN,constant_a011,-0.0228341985589863,0.0368846445916114,0,0,0.031513904494382,0.0004511235955056,daily_me_op,daily size characteristic,market_state_mixed,7,ACCEPT,True,80.0
SCROPE++,REJECT,risk_adjusted_12,404.9412939980626,0.0368846445916114,0,0,0.0337123595505618,0.0007221207865168,daily_me_op,daily size characteristic,market_state_mixed,17,REJECT,False,85.0
Support only,ACCEPT,risk_adjusted_12,404.9412939980626,0.0368846445916114,0,0,0.0337123595505618,0.0007221207865168,daily_me_op,daily size characteristic,market_state_mixed,17,ACCEPT,False,85.0
LCB only,ABSTAIN,constant_a002,0.0002093114055224,0.0368846445916114,0,0,0.0306679775280898,0.0005845505617977,daily_me_op,daily size characteristic,market_state_mixed,17,ACCEPT,True,85.0
Risk only,ABSTAIN,constant_a018,-0.0208616486589504,0.0368846445916114,0,0,0.0289566011235955,0.0005296348314606,daily_me_op,daily size characteristic,market_state_mixed,17,ACCEPT,True,85.0
SCROPE++,ACCEPT,risk_adjusted_12,0.03470137905473532,0.0368846445916114,0,0,0.0337123595505618,0.0007221207865168,daily_me_op,daily size characteristic,market_state_mixed,27,ACCEPT,False,84.0
Support only,ACCEPT,risk_adjusted_12,428.47834142410346,0.0368846445916114,0,0,0.0337123595505618,0.0007221207865168,daily_me_op,daily size characteristic,market_state_mixed,27,ACCEPT,False,84.0
LCB only,ABSTAIN,momentum_12,0.0005859360380856,0.0368846445916114,0,0,0.0395533707865168,0.0005490519662921,daily_me_op,daily size characteristic,market_state_mixed,27,ACCEPT,True,84.0
Risk only,ABSTAIN,constant_a019,-0.0202183560955824,0.0368846445916114,0,0,0.0287344101123595,0.0004868328651685,daily_me_op,daily size characteristic,market_state_mixed,27,ACCEPT,True,84.0
SCROPE++,REJECT,constant_a004,189.00000000000043,0.0368846445916114,0,0,0.0362046348314606,0.0003732443820224,daily_me_op,daily size characteristic,return_seeking_recent_winner,7,REJECT,False,80.0
Support only,ACCEPT,momentum_12,2790.999999999979,0.0368846445916114,0,1,0.0395533707865168,0.0005490519662921,daily_me_op,daily size characteristic,return_seeking_recent_winner,7,ACCEPT,False,80.0
LCB only,ABSTAIN,ridge_return_train_only,0.0015174415422374,0.0368846445916114,0,0,0.0331212078651685,0.0004335646067415,daily_me_op,daily size characteristic,return_seeking_recent_winner,7,ACCEPT,True,80.0
Risk only,ACCEPT,constant_a011,0.0016350194552529,0.0368846445916114,0,0,0.031513904494382,0.0004511235955056,daily_me_op,daily size characteristic,return_seeking_recent_winner,7,ACCEPT,False,80.0
SCROPE++,ACCEPT,constant_a012,0.000973970978488059,0.0368846445916114,0,0,0.0327839887640449,0.0005087078651685,daily_me_op,daily size characteristic,return_seeking_recent_winner,17,ACCEPT,False,85.0
Support only,ACCEPT,momentum_12,2802.9999999999786,0.0368846445916114,0,1,0.0395533707865168,0.0005490519662921,daily_me_op,daily size characteristic,return_seeking_recent_winner,17,ACCEPT,False,85.0
LCB only,ACCEPT,constant_a006,0.0041731576971361,0.0368846445916114,0,0,0.0319705056179775,0.0005061797752808,daily_me_op,daily size characteristic,return_seeking_recent_winner,17,ACCEPT,False,85.0
Risk only,ACCEPT,constant_a016,-0.0033645753634276,0.0368846445916114,0,0,0.0299668539325842,0.0004458216292134,daily_me_op,daily size characteristic,return_seeking_recent_winner,17,ACCEPT,False,85.0
SCROPE++,ACCEPT,constant_a021,0.032733894190051016,0.0368846445916114,0,0,0.0292384831460674,0.0005357092696629,daily_me_op,daily size characteristic,return_seeking_recent_winner,27,ACCEPT,False,84.0
Support only,ACCEPT,momentum_12,2798.9999999999786,0.0368846445916114,0,1,0.0395533707865168,0.0005490519662921,daily_me_op,daily size characteristic,return_seeking_recent_winner,27,ACCEPT,False,84.0
LCB only,ABSTAIN,constant_a017,0.0036203867995169,0.0368846445916114,0,0,0.0291283707865168,0.0005253511235955,daily_me_op,daily size characteristic,return_seeking_recent_winner,27,ACCEPT,True,84.0
Risk only,ACCEPT,constant_a002,-0.0121597239648682,0.0368846445916114,0,0,0.0306679775280898,0.0005845505617977,daily_me_op,daily size characteristic,return_seeking_recent_winner,27,ACCEPT,False,84.0
SCROPE++,ACCEPT,constant_a023,0.03407918103611374,0.0368846445916114,0,0,0.0288004213483146,0.0006573033707865,daily_me_op,daily size characteristic,risk_averse_low_volatility,7,ACCEPT,False,80.0
Support only,ACCEPT,low_vol_12,142.83263642352983,0.0368846445916114,0,0,0.0263515449438202,0.0004874002808988,daily_me_op,daily size characteristic,risk_averse_low_volatility,7,ACCEPT,False,80.0
LCB only,ABSTAIN,constant_a023,0.0005071287767914,0.0368846445916114,0,0,0.0288004213483146,0.0006573033707865,daily_me_op,daily size characteristic,risk_averse_low_volatility,7,ACCEPT,True,80.0
Risk only,ABSTAIN,constant_a022,-0.0196517872519903,0.0368846445916114,0,0,0.0276411516853932,0.0005582514044943,daily_me_op,daily size characteristic,risk_averse_low_volatility,7,ACCEPT,True,80.0
SCROPE++,ACCEPT,constant_a018,0.038005980817854,0.0368846445916114,0,0,0.0289566011235955,0.0005296348314606,daily_me_op,daily size characteristic,risk_averse_low_volatility,17,ACCEPT,False,85.0
Support only,ACCEPT,constant_a008,129.88707116439858,0.0368846445916114,0,0,0.0333233146067415,0.0004826896067415,daily_me_op,daily size characteristic,risk_averse_low_volatility,17,ACCEPT,False,85.0
LCB only,ABSTAIN,constant_a018,0.0009783902123977,0.0368846445916114,0,0,0.0289566011235955,0.0005296348314606,daily_me_op,daily size characteristic,risk_averse_low_volatility,17,ACCEPT,True,85.0
Risk only,ABSTAIN,constant_equal_weight_public,-0.0246378864592301,0.0368846445916114,0,0,0.0303648932584269,0.000514702247191,daily_me_op,daily size characteristic,risk_averse_low_volatility,17,ACCEPT,True,85.0
SCROPE++,ACCEPT,constant_a020,0.03359298719213266,0.0368846445916114,1,1,0.0374296348314606,0.0004640800561797,daily_me_op,daily size characteristic,risk_averse_low_volatility,27,ACCEPT,False,84.0
Support only,ACCEPT,low_vol_12,135.8012082202851,0.0368846445916114,0,0,0.0263515449438202,0.0004874002808988,daily_me_op,daily size characteristic,risk_averse_low_volatility,27,ACCEPT,False,84.0
LCB only,ABSTAIN,constant_a000,0.0001787507762092,0.0368846445916114,0,0,0.0385790730337078,0.0003962780898876,daily_me_op,daily size characteristic,risk_averse_low_volatility,27,ACCEPT,True,84.0
Risk only,ABSTAIN,constant_a023,-0.0267021826052651,0.0368846445916114,0,0,0.0288004213483146,0.0006573033707865,daily_me_op,daily size characteristic,risk_averse_low_volatility,27,ACCEPT,True,84.0
SCROPE++,ACCEPT,constant_a022,0.033767481675982314,0.0368846445916114,0,0,0.0276411516853932,0.0005582514044943,daily_me_op,daily size characteristic,softmax_high_entropy,7,ACCEPT,False,80.0
Support only,ACCEPT,constant_a017,132.973823547708,0.0368846445916114,0,0,0.0291283707865168,0.0005253511235955,daily_me_op,daily size characteristic,softmax_high_entropy,7,ACCEPT,False,80.0
LCB only,ABSTAIN,constant_a022,5.129760330779274e-05,0.0368846445916114,0,0,0.0276411516853932,0.0005582514044943,daily_me_op,daily size characteristic,softmax_high_entropy,7,ACCEPT,True,80.0
Risk only,ABSTAIN,constant_a024,-0.0188295681433223,0.0368846445916114,0,0,0.0273709269662921,0.0006134831460674,daily_me_op,daily size characteristic,softmax_high_entropy,7,ACCEPT,True,80.0
SCROPE++,ACCEPT,constant_a009,0.03236393543312155,0.0368846445916114,0,0,0.0354438202247191,0.000480617977528,daily_me_op,daily size characteristic,softmax_high_entropy,17,ACCEPT,False,85.0
Support only,ACCEPT,constant_a011,128.980486417301,0.0368846445916114,0,0,0.031513904494382,0.0004511235955056,daily_me_op,daily size characteristic,softmax_high_entropy,17,ACCEPT,False,85.0
LCB only,ABSTAIN,constant_a009,0.0003974424912354,0.0368846445916114,0,0,0.0354438202247191,0.000480617977528,daily_me_op,daily size characteristic,softmax_high_entropy,17,ACCEPT,True,85.0
Risk only,ABSTAIN,constant_a022,-0.0229591194536876,0.0368846445916114,0,0,0.0276411516853932,0.0005582514044943,daily_me_op,daily size characteristic,softmax_high_entropy,17,ACCEPT,True,85.0
SCROPE++,ACCEPT,constant_a019,0.02496212028725786,0.0368846445916114,0,0,0.0287344101123595,0.0004868328651685,daily_me_op,daily size characteristic,softmax_high_entropy,27,ACCEPT,False,84.0
Support only,ACCEPT,constant_a007,135.9615300000102,0.0368846445916114,0,0,0.0320262640449438,0.000549683988764,daily_me_op,daily size characteristic,softmax_high_entropy,27,ACCEPT,False,84.0
LCB only,ABSTAIN,constant_a019,-2.9850678690430184e-05,0.0368846445916114,0,0,0.0287344101123595,0.0004868328651685,daily_me_op,daily size characteristic,softmax_high_entropy,27,ACCEPT,True,84.0
Risk only,ABSTAIN,constant_a001,-0.0226303727831559,0.0368846445916114,0,0,0.0306570224719101,0.0005180828651685,daily_me_op,daily size characteristic,softmax_high_entropy,27,ACCEPT,True,84.0
SCROPE++,ACCEPT,constant_a017,0.019696680414617,0.0368846445916114,0,0,0.0291283707865168,0.0005253511235955,daily_me_op,daily size characteristic,uniform_high_overlap,7,ACCEPT,False,80.0
Support only,ACCEPT,constant_a022,135.0,0.0368846445916114,0,0,0.0276411516853932,0.0005582514044943,daily_me_op,daily size characteristic,uniform_high_overlap,7,ACCEPT,False,80.0
LCB only,ABSTAIN,constant_a003,0.0016013903590857,0.0368846445916114,0,0,0.0391286516853932,0.0006898174157303,daily_me_op,daily size characteristic,uniform_high_overlap,7,ACCEPT,True,80.0
Risk only,ABSTAIN,constant_a008,-0.0265888888888888,0.0368846445916114,0,0,0.0333233146067415,0.0004826896067415,daily_me_op,daily size characteristic,uniform_high_overlap,7,ACCEPT,True,80.0
SCROPE++,ACCEPT,constant_a012,0.030616565975947085,0.0368846445916114,0,0,0.0327839887640449,0.0005087078651685,daily_me_op,daily size characteristic,uniform_high_overlap,17,ACCEPT,False,85.0
Support only,ACCEPT,momentum_12,149.0,0.0368846445916114,0,1,0.0395533707865168,0.0005490519662921,daily_me_op,daily size characteristic,uniform_high_overlap,17,ACCEPT,False,85.0
LCB only,ABSTAIN,ridge_return_train_only,0.0026941191412423,0.0368846445916114,0,0,0.0325211516853932,0.0008305758426966,daily_me_op,daily size characteristic,uniform_high_overlap,17,ACCEPT,True,85.0
Risk only,ABSTAIN,constant_a022,-0.0157642857142857,0.0368846445916114,0,0,0.0276411516853932,0.0005582514044943,daily_me_op,daily size characteristic,uniform_high_overlap,17,ACCEPT,True,85.0
SCROPE++,ACCEPT,constant_a004,0.032028118118683446,0.0368846445916114,0,0,0.0362046348314606,0.0003732443820224,daily_me_op,daily size characteristic,uniform_high_overlap,27,ACCEPT,False,84.0
Support only,ACCEPT,constant_equal_weight_public,131.0,0.0368846445916114,0,0,0.0303648932584269,0.000514702247191,daily_me_op,daily size characteristic,uniform_high_overlap,27,ACCEPT,False,84.0
LCB only,ABSTAIN,constant_a004,0.0012761530209204,0.0368846445916114,0,0,0.0362046348314606,0.0003732443820224,daily_me_op,daily size characteristic,uniform_high_overlap,27,ACCEPT,True,84.0
Risk only,ABSTAIN,constant_a019,-0.0211081967213114,0.0368846445916114,0,0,0.0287344101123595,0.0004868328651685,daily_me_op,daily size characteristic,uniform_high_overlap,27,ACCEPT,True,84.0
SCROPE++,ACCEPT,constant_a003,4.440892098500626e-16,0.1182778918518518,0,0,0.0853336470588235,0.0125079044117647,monthly_beme_inv,monthly size/profit/invest,adversarial_support_mismatch,7,ACCEPT,False,80.0
Support only,ABSTAIN,constant_a005,22.000000000000018,0.1182778918518518,0,0,0.0817353235294117,0.0082625514705882,monthly_beme_inv,monthly size/profit/invest,adversarial_support_mismatch,7,ACCEPT,True,80.0
LCB only,ACCEPT,ridge_return_train_only,0.100656117276453,0.1182778918518518,0,1,0.1295064705882352,0.0080312720588235,monthly_beme_inv,monthly size/profit/invest,adversarial_support_mismatch,7,ACCEPT,False,80.0
Risk only,ACCEPT,constant_a007,0.003331,0.1182778918518518,0,0,0.0840139411764705,0.0091293161764705,monthly_beme_inv,monthly size/profit/invest,adversarial_support_mismatch,7,ACCEPT,False,80.0
SCROPE++,ACCEPT,constant_a003,4.440892098500626e-16,0.1182778918518518,0,0,0.0853336470588235,0.0125079044117647,monthly_beme_inv,monthly size/profit/invest,adversarial_support_mismatch,17,ACCEPT,False,85.0
Support only,ABSTAIN,constant_a005,22.000000000000018,0.1182778918518518,0,0,0.0817353235294117,0.0082625514705882,monthly_beme_inv,monthly size/profit/invest,adversarial_support_mismatch,17,ACCEPT,True,85.0
LCB only,ACCEPT,ridge_return_train_only,0.102720095393379,0.1182778918518518,0,1,0.1295064705882352,0.0076904117647058,monthly_beme_inv,monthly size/profit/invest,adversarial_support_mismatch,17,ACCEPT,False,85.0
Risk only,ACCEPT,constant_a007,0.003331,0.1182778918518518,0,0,0.0840139411764705,0.0091293161764705,monthly_beme_inv,monthly size/profit/invest,adversarial_support_mismatch,17,ACCEPT,False,85.0
