selector,decision,chosen_policy,evidence_score,tau,false_safe,unsafe_accept,selected_truth_cvar,selected_truth_return,task,family,behavior,seed,scheme,risk_version,budget,mode,target_abstain,common_budget,abstention_rate,accept_rate,reject_rate,abstention_gap,matched,false_safe_denominator
Support only,ACCEPT,constant_a000,28.99999999999996,0.1,0,1,0.1642562698412698,-0.0023130952380952,monthly_size_bm_100,monthly size--B/M,adversarial_support_mismatch,27,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.15,0.85,0.0,0.1,True,ACCEPT decisions
LCB only,ACCEPT,ridge_return_train_only,0.0453243027104386,0.1,0,1,0.1282921111111111,0.0082956984126984,monthly_size_bm_100,monthly size--B/M,adversarial_support_mismatch,27,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a096,-0.008942,0.1,1,1,0.1140708888888888,0.0037659682539682,monthly_size_bm_100,monthly size--B/M,adversarial_support_mismatch,27,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,constant_a049,15.999999999999991,0.1254883632622521,0,0,0.1715255555555555,0.0052756666666666,monthly_size_bm_100,monthly size--B/M,adversarial_support_mismatch,27,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.15,0.20833333333333334,0.6416666666666667,0.1,True,ACCEPT decisions
Support only,ACCEPT,constant_a000,28.99999999999996,0.1254883632622521,0,1,0.1642562698412698,-0.0023130952380952,monthly_size_bm_100,monthly size--B/M,adversarial_support_mismatch,27,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.15,0.85,0.0,0.1,True,ACCEPT decisions
LCB only,ACCEPT,ridge_return_train_only,0.0453243027104386,0.1254883632622521,0,1,0.1282921111111111,0.0082956984126984,monthly_size_bm_100,monthly size--B/M,adversarial_support_mismatch,27,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a096,-0.1576975555555555,0.1254883632622521,0,0,0.1140708888888888,0.0037659682539682,monthly_size_bm_100,monthly size--B/M,adversarial_support_mismatch,27,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,constant_a049,15.999999999999991,0.1,0,0,0.1715255555555555,0.0052756666666666,monthly_size_bm_100,monthly size--B/M,adversarial_support_mismatch,27,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.15,0.3416666666666667,0.5083333333333333,0.1,True,ACCEPT decisions
Support only,ACCEPT,constant_a000,28.99999999999996,0.1,0,1,0.1642562698412698,-0.0023130952380952,monthly_size_bm_100,monthly size--B/M,adversarial_support_mismatch,27,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.15,0.85,0.0,0.1,True,ACCEPT decisions
LCB only,ACCEPT,ridge_return_train_only,0.0453243027104386,0.1,0,1,0.1282921111111111,0.0082956984126984,monthly_size_bm_100,monthly size--B/M,adversarial_support_mismatch,27,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a096,-0.1576975555555555,0.1,0,1,0.1140708888888888,0.0037659682539682,monthly_size_bm_100,monthly size--B/M,adversarial_support_mismatch,27,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ACCEPT,constant_a049,0.12259711254686123,0.1254883632622521,1,1,0.1715255555555555,0.0052756666666666,monthly_size_bm_100,monthly size--B/M,adversarial_support_mismatch,27,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.15,0.7083333333333334,0.14166666666666666,0.1,True,ACCEPT decisions
Support only,ACCEPT,constant_a000,28.99999999999996,0.1254883632622521,0,1,0.1642562698412698,-0.0023130952380952,monthly_size_bm_100,monthly size--B/M,adversarial_support_mismatch,27,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.15,0.85,0.0,0.1,True,ACCEPT decisions
LCB only,ACCEPT,ridge_return_train_only,0.0509564717766267,0.1254883632622521,1,1,0.1282921111111111,0.0082956984126984,monthly_size_bm_100,monthly size--B/M,adversarial_support_mismatch,27,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a096,-0.008942,0.1254883632622521,0,0,0.1140708888888888,0.0037659682539682,monthly_size_bm_100,monthly size--B/M,adversarial_support_mismatch,27,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ACCEPT,constant_a049,0.05747000000000002,0.1,1,1,0.1715255555555555,0.0052756666666666,monthly_size_bm_100,monthly size--B/M,adversarial_support_mismatch,27,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.15,0.7083333333333334,0.14166666666666666,0.1,True,ACCEPT decisions
Support only,ACCEPT,constant_a000,28.99999999999996,0.1,0,1,0.1642562698412698,-0.0023130952380952,monthly_size_bm_100,monthly size--B/M,adversarial_support_mismatch,27,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.15,0.85,0.0,0.1,True,ACCEPT decisions
LCB only,ACCEPT,ridge_return_train_only,0.0509564717766267,0.1,0,1,0.1282921111111111,0.0082956984126984,monthly_size_bm_100,monthly size--B/M,adversarial_support_mismatch,27,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a096,-0.008942,0.1,1,1,0.1140708888888888,0.0037659682539682,monthly_size_bm_100,monthly size--B/M,adversarial_support_mismatch,27,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,constant_a049,15.999999999999991,0.1254883632622521,0,0,0.1715255555555555,0.0052756666666666,monthly_size_bm_100,monthly size--B/M,adversarial_support_mismatch,27,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.15,0.2,0.65,0.1,True,ACCEPT decisions
Support only,ACCEPT,constant_a000,28.99999999999996,0.1254883632622521,0,1,0.1642562698412698,-0.0023130952380952,monthly_size_bm_100,monthly size--B/M,adversarial_support_mismatch,27,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.15,0.85,0.0,0.1,True,ACCEPT decisions
LCB only,ACCEPT,ridge_return_train_only,0.0509564717766267,0.1254883632622521,0,1,0.1282921111111111,0.0082956984126984,monthly_size_bm_100,monthly size--B/M,adversarial_support_mismatch,27,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a096,-0.15823459259259262,0.1254883632622521,0,0,0.1140708888888888,0.0037659682539682,monthly_size_bm_100,monthly size--B/M,adversarial_support_mismatch,27,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,constant_a049,15.999999999999991,0.1,0,0,0.1715255555555555,0.0052756666666666,monthly_size_bm_100,monthly size--B/M,adversarial_support_mismatch,27,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.15,0.3333333333333333,0.5166666666666667,0.1,True,ACCEPT decisions
Support only,ACCEPT,constant_a000,28.99999999999996,0.1,0,1,0.1642562698412698,-0.0023130952380952,monthly_size_bm_100,monthly size--B/M,adversarial_support_mismatch,27,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.15,0.85,0.0,0.1,True,ACCEPT decisions
LCB only,ACCEPT,ridge_return_train_only,0.0509564717766267,0.1,0,1,0.1282921111111111,0.0082956984126984,monthly_size_bm_100,monthly size--B/M,adversarial_support_mismatch,27,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a096,-0.15823459259259262,0.1,0,1,0.1140708888888888,0.0037659682539682,monthly_size_bm_100,monthly size--B/M,adversarial_support_mismatch,27,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ACCEPT,risk_adjusted_12,0.16498233560497663,0.1254883632622521,0,0,0.1097871269841269,0.0116177777777777,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,7,block,bootstrap,baseline_linked,paper_natural,0.25,,0.14166666666666666,0.6666666666666666,0.19166666666666668,0.10833333333333334,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,117.00000000000075,0.1254883632622521,0,1,0.1731354444444444,0.012575119047619,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,7,block,bootstrap,baseline_linked,paper_natural,0.25,,0.14166666666666666,0.8583333333333333,0.0,0.10833333333333334,False,ACCEPT decisions
LCB only,ACCEPT,ridge_return_train_only,0.1466565188748126,0.1254883632622521,0,1,0.1660604603174603,0.0019937142857142,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,7,block,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a070,0.022349,0.1254883632622521,0,0,0.1054479365079365,0.0110846428571428,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,7,block,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,constant_a019,15.00000000000001,0.1,0,0,0.1759947619047619,0.0217300714285714,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,7,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.14166666666666666,0.7333333333333333,0.125,0.10833333333333334,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,117.00000000000075,0.1,0,1,0.1731354444444444,0.012575119047619,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,7,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.14166666666666666,0.8583333333333333,0.0,0.10833333333333334,False,ACCEPT decisions
LCB only,ACCEPT,ridge_return_train_only,0.1466565188748126,0.1,0,1,0.1660604603174603,0.0019937142857142,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,7,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a070,0.022349,0.1,1,1,0.1054479365079365,0.0110846428571428,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,7,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,constant_a019,15.00000000000001,0.1254883632622521,0,0,0.1759947619047619,0.0217300714285714,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,7,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.14166666666666666,0.21666666666666667,0.6416666666666667,0.10833333333333334,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,117.00000000000075,0.1254883632622521,0,1,0.1731354444444444,0.012575119047619,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,7,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.14166666666666666,0.8583333333333333,0.0,0.10833333333333334,False,ACCEPT decisions
LCB only,ACCEPT,ridge_return_train_only,0.1466565188748126,0.1254883632622521,0,1,0.1660604603174603,0.0019937142857142,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,7,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a070,-0.1264065555555555,0.1254883632622521,0,0,0.1054479365079365,0.0110846428571428,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,7,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,constant_a019,15.00000000000001,0.1,0,0,0.1759947619047619,0.0217300714285714,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,7,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.14166666666666666,0.35833333333333334,0.5,0.10833333333333334,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,117.00000000000075,0.1,0,1,0.1731354444444444,0.012575119047619,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,7,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.14166666666666666,0.8583333333333333,0.0,0.10833333333333334,False,ACCEPT decisions
LCB only,ACCEPT,ridge_return_train_only,0.1466565188748126,0.1,0,1,0.1660604603174603,0.0019937142857142,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,7,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a070,-0.1264065555555555,0.1,0,1,0.1054479365079365,0.0110846428571428,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,7,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ACCEPT,risk_adjusted_12,0.16498233560497663,0.1254883632622521,0,0,0.1097871269841269,0.0116177777777777,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,7,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.14166666666666666,0.6666666666666666,0.19166666666666668,0.10833333333333334,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,117.00000000000075,0.1254883632622521,0,1,0.1731354444444444,0.012575119047619,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,7,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.14166666666666666,0.8583333333333333,0.0,0.10833333333333334,False,ACCEPT decisions
LCB only,ACCEPT,ridge_return_train_only,0.1500021535505963,0.1254883632622521,0,1,0.1660604603174603,0.0019937142857142,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,7,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a070,0.022349,0.1254883632622521,0,0,0.1054479365079365,0.0110846428571428,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,7,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,constant_a019,15.00000000000001,0.1,0,0,0.1759947619047619,0.0217300714285714,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,7,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.14166666666666666,0.7333333333333333,0.125,0.10833333333333334,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,117.00000000000075,0.1,0,1,0.1731354444444444,0.012575119047619,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,7,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.14166666666666666,0.8583333333333333,0.0,0.10833333333333334,False,ACCEPT decisions
LCB only,ACCEPT,ridge_return_train_only,0.1500021535505963,0.1,0,1,0.1660604603174603,0.0019937142857142,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,7,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a070,0.022349,0.1,1,1,0.1054479365079365,0.0110846428571428,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,7,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,constant_a019,15.00000000000001,0.1254883632622521,0,0,0.1759947619047619,0.0217300714285714,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,7,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.14166666666666666,0.21666666666666667,0.6416666666666667,0.10833333333333334,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,117.00000000000075,0.1254883632622521,0,1,0.1731354444444444,0.012575119047619,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,7,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.14166666666666666,0.8583333333333333,0.0,0.10833333333333334,False,ACCEPT decisions
LCB only,ACCEPT,ridge_return_train_only,0.1500021535505963,0.1254883632622521,0,1,0.1660604603174603,0.0019937142857142,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,7,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a070,-0.1269435925925926,0.1254883632622521,0,0,0.1054479365079365,0.0110846428571428,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,7,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,constant_a019,15.00000000000001,0.1,0,0,0.1759947619047619,0.0217300714285714,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,7,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.14166666666666666,0.3416666666666667,0.5166666666666667,0.10833333333333334,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,117.00000000000075,0.1,0,1,0.1731354444444444,0.012575119047619,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,7,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.14166666666666666,0.8583333333333333,0.0,0.10833333333333334,False,ACCEPT decisions
LCB only,ACCEPT,ridge_return_train_only,0.1500021535505963,0.1,0,1,0.1660604603174603,0.0019937142857142,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,7,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a070,-0.1269435925925926,0.1,0,1,0.1054479365079365,0.0110846428571428,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,7,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ACCEPT,risk_adjusted_12,0.16498233560497663,0.1254883632622521,0,0,0.1097871269841269,0.0116177777777777,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,17,block,bootstrap,baseline_linked,paper_natural,0.25,,0.11666666666666667,0.7083333333333334,0.175,0.13333333333333333,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,117.00000000000075,0.1254883632622521,0,1,0.1731354444444444,0.012575119047619,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,17,block,bootstrap,baseline_linked,paper_natural,0.25,,0.11666666666666667,0.8833333333333333,0.0,0.13333333333333333,False,ACCEPT decisions
LCB only,ACCEPT,ridge_return_train_only,0.0915791316292711,0.1254883632622521,0,1,0.1680088571428571,-0.0024533333333333,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,17,block,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a070,0.022349,0.1254883632622521,0,0,0.1054479365079365,0.0110846428571428,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,17,block,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,constant_a019,16.000000000000007,0.1,0,0,0.1759947619047619,0.0217300714285714,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,17,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.11666666666666667,0.7583333333333333,0.125,0.13333333333333333,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,117.00000000000075,0.1,0,1,0.1731354444444444,0.012575119047619,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,17,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.11666666666666667,0.8833333333333333,0.0,0.13333333333333333,False,ACCEPT decisions
LCB only,ACCEPT,ridge_return_train_only,0.0915791316292711,0.1,0,1,0.1680088571428571,-0.0024533333333333,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,17,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a070,0.022349,0.1,1,1,0.1054479365079365,0.0110846428571428,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,17,block,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,constant_a019,16.000000000000007,0.1254883632622521,0,0,0.1759947619047619,0.0217300714285714,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,17,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.11666666666666667,0.25833333333333336,0.625,0.13333333333333333,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,117.00000000000075,0.1254883632622521,0,1,0.1731354444444444,0.012575119047619,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,17,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.11666666666666667,0.8833333333333333,0.0,0.13333333333333333,False,ACCEPT decisions
LCB only,ACCEPT,ridge_return_train_only,0.0915791316292711,0.1254883632622521,0,1,0.1680088571428571,-0.0024533333333333,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,17,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a010,-0.0553683387995374,0.1254883632622521,1,1,0.1683430317460317,0.0116110238095238,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,17,block,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,constant_a019,16.000000000000007,0.1,0,0,0.1759947619047619,0.0217300714285714,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,17,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.11666666666666667,0.35,0.5333333333333333,0.13333333333333333,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,117.00000000000075,0.1,0,1,0.1731354444444444,0.012575119047619,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,17,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.11666666666666667,0.8833333333333333,0.0,0.13333333333333333,False,ACCEPT decisions
LCB only,ACCEPT,ridge_return_train_only,0.0915791316292711,0.1,0,1,0.1680088571428571,-0.0024533333333333,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,17,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a010,-0.0553683387995374,0.1,1,1,0.1683430317460317,0.0116110238095238,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,17,block,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,ACCEPT,risk_adjusted_12,0.16498233560497663,0.1254883632622521,0,0,0.1097871269841269,0.0116177777777777,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,17,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.11666666666666667,0.7166666666666667,0.16666666666666666,0.13333333333333333,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,117.00000000000075,0.1254883632622521,0,1,0.1731354444444444,0.012575119047619,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,17,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.11666666666666667,0.8833333333333333,0.0,0.13333333333333333,False,ACCEPT decisions
LCB only,ACCEPT,ridge_return_train_only,0.096388112900767,0.1254883632622521,0,1,0.1680088571428571,-0.0024533333333333,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,17,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a070,0.022349,0.1254883632622521,0,0,0.1054479365079365,0.0110846428571428,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,17,iid,bootstrap,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,constant_a019,16.000000000000007,0.1,0,0,0.1759947619047619,0.0217300714285714,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,17,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.11666666666666667,0.7583333333333333,0.125,0.13333333333333333,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,117.00000000000075,0.1,0,1,0.1731354444444444,0.012575119047619,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,17,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.11666666666666667,0.8833333333333333,0.0,0.13333333333333333,False,ACCEPT decisions
LCB only,ACCEPT,ridge_return_train_only,0.096388112900767,0.1,0,1,0.1680088571428571,-0.0024533333333333,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,17,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a070,0.022349,0.1,1,1,0.1054479365079365,0.0110846428571428,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,17,iid,bootstrap,fixed_0.10_sensitivity,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,constant_a019,16.000000000000007,0.1254883632622521,0,0,0.1759947619047619,0.0217300714285714,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,17,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.11666666666666667,0.25833333333333336,0.625,0.13333333333333333,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,117.00000000000075,0.1254883632622521,0,1,0.1731354444444444,0.012575119047619,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,17,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.11666666666666667,0.8833333333333333,0.0,0.13333333333333333,False,ACCEPT decisions
LCB only,ACCEPT,ridge_return_train_only,0.096388112900767,0.1254883632622521,0,1,0.1680088571428571,-0.0024533333333333,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,17,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
Risk only,ACCEPT,constant_a010,-0.0584125099337748,0.1254883632622521,1,1,0.1683430317460317,0.0116110238095238,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,17,iid,calibrated_extension,baseline_linked,paper_natural,0.25,,0.0,1.0,0.0,0.25,False,ACCEPT decisions
SCROPE++,REJECT,constant_a019,16.000000000000007,0.1,0,0,0.1759947619047619,0.0217300714285714,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,17,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.11666666666666667,0.3416666666666667,0.5416666666666666,0.13333333333333333,False,ACCEPT decisions
Support only,ACCEPT,momentum_12,117.00000000000075,0.1,0,1,0.1731354444444444,0.012575119047619,monthly_size_bm_100,monthly size--B/M,epsilon_greedy_momentum,17,iid,calibrated_extension,fixed_0.10_sensitivity,paper_natural,0.25,,0.11666666666666667,0.8833333333333333,0.0,0.13333333333333333,False,ACCEPT decisions
