DR,return_lcb,return_ucb,risk_hat,risk_ucb,ESS,max_weight,support_gap,truth_return,truth_cvar,eval_n,unsupported_bootstrap_draws,ess_bin,task,family,behavior,seed,split,scheme,policy,baseline_tau
-0.003263673902021696,-0.00828241430137116,0.0011801749753931568,0.057620792079207915,0.09337383177570094,101.0,26.0,0.9554083885209713,0.0002223399558498896,0.04072119205298013,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,iid,constant_a000,0.0377527770419426
0.003383717515577916,-0.00041134490151704267,0.007238353102090527,0.030873684210526317,0.03578019801980198,95.0,26.0,0.9580573951434879,0.00045426048565121407,0.038795364238410596,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,iid,constant_a001,0.0377527770419426
0.0018653270252104418,-0.0010609808548881579,0.004756608200063796,0.034951851851851845,0.0439468085106383,81.0,26.0,0.9642384105960264,0.00033721854304635774,0.0381766004415011,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,iid,constant_a002,0.0377527770419426
0.00037250404707870103,-0.0036419791861348203,0.005225559380248824,0.04381038961038961,0.05051392405063291,77.0,26.0,0.9660044150110375,0.0004782781456953642,0.03922273730684327,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,iid,constant_a003,0.0377527770419426
0.001157722229829091,-0.003694814229240165,0.004855853931597192,0.045104761904761904,0.05142307692307693,84.0,26.0,0.9629139072847682,0.0003958057395143488,0.03932295805739515,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,iid,constant_a004,0.0377527770419426
-0.002112042506471218,-0.005911331287079094,0.0016722998613135681,0.0336680412371134,0.03707692307692307,97.0,26.0,0.9571743929359824,0.0005245474613686536,0.03806247240618101,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,iid,constant_a005,0.0377527770419426
0.004695898202583691,0.000382885500296193,0.009640826688315486,0.03735925925925926,0.06823488372093021,81.0,26.0,0.9642384105960264,0.0005327593818984548,0.038456953642384106,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,iid,constant_a006,0.0377527770419426
0.00025597019655964823,-0.0028111619008188205,0.0031744598769883896,0.03034054054054054,0.031799999999999995,74.0,26.0,0.9673289183222958,0.0005631788079470198,0.03925121412803532,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,iid,constant_a007,0.0377527770419426
0.0005818150768635363,-0.0024393984148953236,0.003684497209322626,0.04954935064935064,0.0783967032967033,77.0,26.0,0.9660044150110375,0.00048070640176600443,0.040400662251655624,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,iid,constant_a008,0.0377527770419426
0.00041311178713439523,-0.003680257540417557,0.004407854229863689,0.049282352941176465,0.06412380952380951,85.0,26.0,0.9624724061810155,0.0004395143487858718,0.047355849889624727,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,iid,constant_a009,0.0377527770419426
0.0002865879361469936,-0.003013163451625213,0.0030518740064469194,0.02198095238095238,0.023099999999999996,84.0,26.0,0.9629139072847682,0.0004965121412803533,0.0373037527593819,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,iid,constant_a010,0.0377527770419426
0.001849869053490086,-0.001033303572703183,0.004973479017467473,0.0298390243902439,0.03640449438202247,82.0,26.0,0.9637969094922737,0.0005884326710816777,0.035574392935982344,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,iid,constant_a011,0.0377527770419426
-0.0009116195052816733,-0.0035313404090157874,0.0015054461608763915,0.028863218390804597,0.034985393258426964,87.0,26.0,0.9615894039735099,0.0005131567328918321,0.03675673289183223,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,iid,constant_a012,0.0377527770419426
0.0006955638687003044,-0.0032967914155794783,0.004620928665253662,0.03948163265306123,0.05290000000000001,98.0,26.0,0.9567328918322295,0.0005316997792494482,0.0381523178807947,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,iid,constant_a013,0.0377527770419426
-0.00042442542565891277,-0.004769927015966717,0.0034019588561516804,0.04790697674418604,0.056357142857142856,86.0,26.0,0.9620309050772627,0.0005610154525386315,0.04437373068432671,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,iid,constant_a014,0.0377527770419426
0.0014669898197839412,-0.0013136730926653715,0.004003790183786316,0.02662941176470588,0.030624324324324326,85.0,26.0,0.9624724061810155,0.000557439293598234,0.034760927152317884,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,iid,constant_a015,0.0377527770419426
0.002778888920552942,0.00017142590959078207,0.006016325411988992,0.027597938144329894,0.04026,97.0,26.0,0.9571743929359824,0.00048344370860927153,0.03469448123620309,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,iid,constant_a016,0.0377527770419426
-0.0026130975261277715,-0.00782226258885621,0.0021645883779425707,0.03756666666666667,0.04136666666666666,96.0,26.0,0.9576158940397351,0.00033801324503311263,0.038992052980132454,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,iid,constant_a017,0.0377527770419426
-0.00039681424501906894,-0.0036053200673420637,0.002718327478104206,0.0412,0.050524390243902435,85.0,26.0,0.9624724061810155,0.0004950110375275939,0.03758565121412803,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,iid,constant_a018,0.0377527770419426
0.0009711764210995392,-0.0023328232550946454,0.004258884424698133,0.03896315789473684,0.04709047619047618,95.0,26.0,0.9580573951434879,0.00037275938189845477,0.04621456953642384,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,iid,constant_a019,0.0377527770419426
0.0007246605868438292,-0.002032966809309157,0.0031931998611944585,0.02867391304347826,0.034098113207547166,92.0,26.0,0.9593818984547461,0.00042768211920529806,0.029384547461368652,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,iid,constant_a020,0.0377527770419426
-0.0003593416073660671,-0.0033792308321513023,0.0024917865978622195,0.03452150537634409,0.042100000000000005,93.0,26.0,0.9589403973509933,0.00042203090507726264,0.030895143487858722,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,iid,constant_a021,0.0377527770419426
0.0013158019690802424,-0.0015800838611337315,0.004071483374902515,0.032039130434782605,0.047432258064516127,92.0,26.0,0.9593818984547461,0.0004411037527593819,0.034872406181015454,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,iid,constant_a022,0.0377527770419426
-0.0020290494759356886,-0.006394830952240496,0.001625262628698688,0.06693636363636364,0.09286818181818182,88.0,26.0,0.9611479028697572,0.00020759381898454745,0.04544591611479029,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,iid,constant_a023,0.0377527770419426
-0.0012930856183595038,-0.005400887797326641,0.002431511059879378,0.05531764705882354,0.08414000000000002,68.0,26.0,0.9699779249448124,0.0004937748344370862,0.05158785871964681,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,iid,constant_a024,0.0377527770419426
-0.00020699766430551817,-0.0037167647444925835,0.0032140227229765336,0.04323694117647059,0.06817093333333334,85.0,26.0,0.9624724061810155,0.0004543311258278146,0.0377527770419426,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,iid,constant_equal_weight_public,0.0377527770419426
0.0024266774700420473,-0.0008310969598204789,0.005381906567000264,0.024245454545454542,0.03416734693877551,99.0,26.0,0.9562913907284768,0.00042185430463576165,0.043143487858719645,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,iid,momentum_12,0.0377527770419426
-0.00071634026599015,-0.0034876444881028084,0.0015359675574370146,0.029802752293577983,0.03595855855855856,109.0,26.0,0.9518763796909492,0.0004555055187637969,0.030399337748344375,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,iid,low_vol_12,0.0377527770419426
0.0023150347724677773,-0.0009377782058460704,0.005284418451878498,0.03054583333333333,0.04858867924528302,96.0,26.0,0.9576158940397351,0.0005747902869757174,0.039656512141280346,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,iid,risk_adjusted_12,0.0377527770419426
-0.0020162099729086965,-0.006888151325799058,0.0028140225831973374,0.035353932584269665,0.040973076923076925,89.0,26.0,0.9607064017660044,0.0007964238410596027,0.04098101545253863,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,iid,ridge_return_train_only,0.0377527770419426
-0.003263673902021696,-0.007593256523083921,0.0001090651802258669,0.057620792079207915,0.09194835164835163,101.0,26.0,0.9554083885209713,0.0002223399558498896,0.04072119205298013,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,block,constant_a000,0.0377527770419426
0.003383717515577916,-0.00036782838836936754,0.007458694186081605,0.030873684210526317,0.03598484848484849,95.0,26.0,0.9580573951434879,0.00045426048565121407,0.038795364238410596,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,block,constant_a001,0.0377527770419426
0.0018653270252104418,-0.0009642539390750805,0.005336341904579389,0.034951851851851845,0.043199999999999995,81.0,26.0,0.9642384105960264,0.00033721854304635774,0.0381766004415011,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,block,constant_a002,0.0377527770419426
0.00037250404707870103,-0.003007442705040499,0.00440347035794047,0.04381038961038961,0.05088314606741574,77.0,26.0,0.9660044150110375,0.0004782781456953642,0.03922273730684327,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,block,constant_a003,0.0377527770419426
0.001157722229829091,-0.0018573637133521429,0.004301812647120696,0.045104761904761904,0.05221428571428572,84.0,26.0,0.9629139072847682,0.0003958057395143488,0.03932295805739515,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,block,constant_a004,0.0377527770419426
-0.002112042506471218,-0.0059416394226075656,0.001769769136016903,0.0336680412371134,0.03768695652173913,97.0,26.0,0.9571743929359824,0.0005245474613686536,0.03806247240618101,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,block,constant_a005,0.0377527770419426
0.004695898202583691,0.0015908122024028998,0.008300912763651047,0.03735925925925926,0.0691095238095238,81.0,26.0,0.9642384105960264,0.0005327593818984548,0.038456953642384106,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,block,constant_a006,0.0377527770419426
0.00025597019655964823,-0.0028549992885335946,0.0033786476503568906,0.03034054054054054,0.031766666666666665,74.0,26.0,0.9673289183222958,0.0005631788079470198,0.03925121412803532,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,block,constant_a007,0.0377527770419426
0.0005818150768635363,-0.0029980504116927154,0.004232751711083768,0.04954935064935064,0.0788578947368421,77.0,26.0,0.9660044150110375,0.00048070640176600443,0.040400662251655624,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,block,constant_a008,0.0377527770419426
0.00041311178713439523,-0.0038590942358096235,0.004678018051214095,0.049282352941176465,0.06426666666666665,85.0,26.0,0.9624724061810155,0.0004395143487858718,0.047355849889624727,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,block,constant_a009,0.0377527770419426
0.0002865879361469936,-0.0021123372573879453,0.002412878401042256,0.02198095238095238,0.023290243902439025,84.0,26.0,0.9629139072847682,0.0004965121412803533,0.0373037527593819,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,block,constant_a010,0.0377527770419426
0.001849869053490086,-0.0009168995540792083,0.004925140887804095,0.0298390243902439,0.037125,82.0,26.0,0.9637969094922737,0.0005884326710816777,0.035574392935982344,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,block,constant_a011,0.0377527770419426
-0.0009116195052816733,-0.003930477172247113,0.0015642217967172481,0.028863218390804597,0.035440449438202244,87.0,26.0,0.9615894039735099,0.0005131567328918321,0.03675673289183223,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,block,constant_a012,0.0377527770419426
0.0006955638687003044,-0.0028618595065698195,0.004782211254092791,0.03948163265306123,0.053277528089887644,98.0,26.0,0.9567328918322295,0.0005316997792494482,0.0381523178807947,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,block,constant_a013,0.0377527770419426
-0.00042442542565891277,-0.0036051598070033523,0.0031848802618491953,0.04790697674418604,0.05613827160493827,86.0,26.0,0.9620309050772627,0.0005610154525386315,0.04437373068432671,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,block,constant_a014,0.0377527770419426
0.0014669898197839412,-0.00102649707090129,0.0037076227282705205,0.02662941176470588,0.031074193548387096,85.0,26.0,0.9624724061810155,0.000557439293598234,0.034760927152317884,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,block,constant_a015,0.0377527770419426
0.002778888920552942,-0.0001724282885680198,0.005823814792239989,0.027597938144329894,0.04040425531914893,97.0,26.0,0.9571743929359824,0.00048344370860927153,0.03469448123620309,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,block,constant_a016,0.0377527770419426
-0.0026130975261277715,-0.007824512248791977,0.002483234376216012,0.03756666666666667,0.04116728971962617,96.0,26.0,0.9576158940397351,0.00033801324503311263,0.038992052980132454,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,block,constant_a017,0.0377527770419426
-0.00039681424501906894,-0.004565710837414891,0.0026717666732549465,0.0412,0.050424137931034486,85.0,26.0,0.9624724061810155,0.0004950110375275939,0.03758565121412803,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,block,constant_a018,0.0377527770419426
0.0009711764210995392,-0.0028056082970478553,0.004651316823518244,0.03896315789473684,0.04418,95.0,26.0,0.9580573951434879,0.00037275938189845477,0.04621456953642384,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,block,constant_a019,0.0377527770419426
0.0007246605868438292,-0.0023844350935731313,0.003428701864418605,0.02867391304347826,0.034293203883495146,92.0,26.0,0.9593818984547461,0.00042768211920529806,0.029384547461368652,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,block,constant_a020,0.0377527770419426
-0.0003593416073660671,-0.003359471551541417,0.0022048083378177056,0.03452150537634409,0.04094705882352941,93.0,26.0,0.9589403973509933,0.00042203090507726264,0.030895143487858722,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,block,constant_a021,0.0377527770419426
0.0013158019690802424,-0.0015591110402658076,0.004393336245883721,0.032039130434782605,0.04544761904761905,92.0,26.0,0.9593818984547461,0.0004411037527593819,0.034872406181015454,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,block,constant_a022,0.0377527770419426
-0.0020290494759356886,-0.005920236118143806,0.000825079960460141,0.06693636363636364,0.09280000000000001,88.0,26.0,0.9611479028697572,0.00020759381898454745,0.04544591611479029,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,block,constant_a023,0.0377527770419426
-0.0012930856183595038,-0.004858471996503079,0.002737534345137675,0.05531764705882354,0.08415652173913045,68.0,26.0,0.9699779249448124,0.0004937748344370862,0.05158785871964681,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,block,constant_a024,0.0377527770419426
-0.00020699766430551817,-0.0032622971302722044,0.002987478626434264,0.04323694117647059,0.06909923287671232,85.0,26.0,0.9624724061810155,0.0004543311258278146,0.0377527770419426,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,block,constant_equal_weight_public,0.0377527770419426
0.0024266774700420473,-0.0009555696211967496,0.005855253195246951,0.024245454545454542,0.033022222222222224,99.0,26.0,0.9562913907284768,0.00042185430463576165,0.043143487858719645,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,block,momentum_12,0.0377527770419426
-0.00071634026599015,-0.004274134583538263,0.001953624983579861,0.029802752293577983,0.03558076923076923,109.0,26.0,0.9518763796909492,0.0004555055187637969,0.030399337748344375,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,block,low_vol_12,0.0377527770419426
0.0023150347724677773,-0.0010623746501631833,0.005938434624752491,0.03054583333333333,0.04959545454545454,96.0,26.0,0.9576158940397351,0.0005747902869757174,0.039656512141280346,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,block,risk_adjusted_12,0.0377527770419426
-0.0020162099729086965,-0.007130934447870889,0.0030189504557347146,0.035353932584269665,0.04145,89.0,26.0,0.9607064017660044,0.0007964238410596027,0.04098101545253863,2265,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,calibration,block,ridge_return_train_only,0.0377527770419426
-0.0007126652406156213,-0.0040786831108743805,0.0024540888628897957,0.035514285714285714,0.03974230769230769,98.0,26.0,0.9655898876404494,0.0003740519662921347,0.04075842696629214,2848,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,test,iid,constant_a000,0.0377527770419426
0.0038973189172489234,0.0008927359211629111,0.007453764721279998,0.03685454545454545,0.047092857142857145,110.0,26.0,0.961376404494382,0.00046983848314606735,0.037563202247191015,2848,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,test,iid,constant_a001,0.0377527770419426
0.0011898762743064646,-0.002564244491460938,0.005427619393412557,0.03677142857142857,0.05101282051282051,133.0,26.0,0.9533005617977528,0.0004876755617977528,0.03378174157303371,2848,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,test,iid,constant_a002,0.0377527770419426
-0.0015325233805406715,-0.005738206129634817,0.0018202264985793673,0.041812977099236634,0.0753169014084507,131.0,26.0,0.954002808988764,0.0004030547752808989,0.032805617977528095,2848,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,test,iid,constant_a003,0.0377527770419426
0.0014984137895338236,-0.0005396546100954723,0.0046207602306012905,0.03174690265486726,0.04297692307692308,113.0,26.0,0.9603230337078652,0.0006328651685393259,0.03329691011235955,2848,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,test,iid,constant_a004,0.0377527770419426
0.0011129176630514995,-0.003213737053476517,0.0055167700687220175,0.0315,0.0344,128.0,26.0,0.9550561797752809,0.0005017205056179776,0.0390252808988764,2848,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,test,iid,constant_a005,0.0377527770419426
0.0012751818971168576,-0.0025862271154979094,0.0054238850053881385,0.036823404255319145,0.0460381443298969,94.0,26.0,0.9669943820224719,0.0005960323033707864,0.034811235955056176,2848,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,test,iid,constant_a006,0.0377527770419426
-0.0008835598432031804,-0.0034744111060006568,0.0017521067498599218,0.028957894736842103,0.038626086956521734,95.0,26.0,0.9666432584269663,0.0005099719101123594,0.03286685393258427,2848,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,test,iid,constant_a007,0.0377527770419426
-0.0009054668944189349,-0.004494450977126858,0.0025989441840221592,0.05896129032258064,0.08571851851851853,93.0,26.0,0.9673455056179775,0.000492134831460674,0.0330935393258427,2848,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,test,iid,constant_a008,0.0377527770419426
-0.001362430318076949,-0.00397488761722512,0.0015781841574728703,0.031844954128440364,0.037375,109.0,26.0,0.9617275280898876,0.0005078300561797753,0.035337359550561796,2848,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,test,iid,constant_a009,0.0377527770419426
0.0007703706795867362,-0.002357431949904316,0.0038291955766065204,0.03828245614035088,0.043928155339805826,114.0,26.0,0.9599719101123596,0.0005133426966292136,0.036455056179775285,2848,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,test,iid,constant_a010,0.0377527770419426
0.0002464758482385106,-0.0020767928912021278,0.0033523996981627657,0.03370909090909091,0.049545454545454545,110.0,26.0,0.961376404494382,0.0005039325842696629,0.031806320224719103,2848,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,test,iid,constant_a011,0.0377527770419426
0.002708261051826778,0.0003481525004208291,0.005162774325778935,0.024474074074074075,0.027169902912621356,108.0,26.0,0.9620786516853933,0.0004570224719101124,0.030832443820224723,2848,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,test,iid,constant_a012,0.0377527770419426
1.5794230511897976e-05,-0.0021665637613500943,0.002656466567898842,0.025922950819672136,0.02874285714285714,122.0,26.0,0.9571629213483146,0.0004888342696629213,0.033190308988764045,2848,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,test,iid,constant_a013,0.0377527770419426
0.00014081060187761622,-0.0021047379131047287,0.002787083261561414,0.025634951456310676,0.03526060606060606,103.0,26.0,0.9638342696629214,0.00048644662921348304,0.03898862359550562,2848,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,test,iid,constant_a014,0.0377527770419426
-0.0006347369572645116,-0.0033396687283695266,0.002056472900623855,0.03366363636363637,0.04236862745098039,110.0,26.0,0.961376404494382,0.0004736306179775281,0.03111025280898876,2848,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,test,iid,constant_a015,0.0377527770419426
-0.0017002865460479684,-0.003781528425296563,0.0006530953952076248,0.030513223140495867,0.034577777777777784,121.0,26.0,0.9575140449438202,0.0005401334269662921,0.029254915730337082,2848,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,test,iid,constant_a016,0.0377527770419426
0.0005214606117945754,-0.001757563917368233,0.0026688495544052292,0.042429203539823004,0.07062698412698412,113.0,26.0,0.9603230337078652,0.0005257724719101124,0.02925407303370786,2848,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,test,iid,constant_a017,0.0377527770419426
-0.0011178817538225125,-0.0040975417229114144,0.0011287227589176529,0.039070833333333325,0.04578695652173913,96.0,26.0,0.9662921348314607,0.0004990519662921349,0.03240477528089888,2848,0,4,daily_bm_25,daily size characteristic,uniform_high_overlap,7,test,iid,constant_a018,0.0377527770419426
